time_ns,time_s,x,y,z,rx,ry,rz
1778147854847055635,1778147854.8470557,-0.4168103367349958,-0.13402105085830476,0.8089508169234763,-1.8082224155514692,-1.7492842382648321,0.7551156975974153
1778147854855371133,1778147854.8553712,-0.41678990807143196,-0.13403440903409514,0.8089463963213422,-1.8082574108167901,-1.7492595570060527,0.7552160170951089
1778147854876915446,1778147854.8769155,-0.41677061629218665,-0.13398493008171827,0.8090254008610879,-1.808190472557462,-1.749196952264965,0.7553210531626041
1778147854896978021,1778147854.8969781,-0.41678303482881646,-0.133992896290458,0.8090025370962227,-1.8082678449658183,-1.7492121040056743,0.7552594769141988
1778147854915281888,1778147854.915282,-0.41677274023833233,-0.13401925440048199,0.8089717676158779,-1.808240215809473,-1.749296115975811,0.7552642892341126
1778147854935275924,1778147854.935276,-0.41680624027126445,-0.1340335822779868,0.8089428558886537,-1.8082051153846175,-1.7493241202759333,0.755157229825186
1778147854956123590,1778147854.9561238,-0.416808323010981,-0.134000254797478,0.8089601916710525,-1.8082270603659938,-1.7492158151784172,0.7551658878326456
1778147854975277261,1778147854.9752774,-0.4168165588604043,-0.13401406462144444,0.8089954071166822,-1.8082495836673378,-1.7492596408674053,0.7552302949095221
1778147854995293735,1778147854.9952939,-0.41682529519544,-0.13403530772028385,0.8089809169901656,-1.8082420904634733,-1.749260921261269,0.755212460093375
1778147855015256185,1778147855.0152562,-0.41681867818766505,-0.13403950395542993,0.8089996103473736,-1.8082271782257608,-1.7492294289232566,0.7552741837213135
1778147855035271200,1778147855.0352712,-0.41684150328499936,-0.13404643184100154,0.8089307084935602,-1.8082398023785282,-1.74928523228269,0.7551799290031147
1778147855055219027,1778147855.0552192,-0.4168365599391981,-0.1340700311209779,0.8089562167016771,-1.8081822426805851,-1.749361332746338,0.7551927687266337
1778147855075398676,1778147855.0753987,-0.4168405768928595,-0.13404714595338252,0.8089652802349534,-1.8082235295096905,-1.7492912185625138,0.7551865106330476
1778147855095257679,1778147855.0952578,-0.4168400585693042,-0.1340459116353576,0.8089911662298945,-1.8082637649417055,-1.74922251979242,0.755248127860903
1778147855115285752,1778147855.1152859,-0.4168258884305713,-0.13406822120312561,0.8089695326921086,-1.8081877861177922,-1.7493739364838796,0.7552215584019761
1778147855136768619,1778147855.1367686,-0.41683317332906056,-0.13405756239652922,0.8089712717773271,-1.808229638760801,-1.7493034176946234,0.7552705097630009
1778147855155240875,1778147855.155241,-0.41683364482614504,-0.13406626193634386,0.8089843249613035,-1.8081894559044203,-1.749339108994948,0.7552445573717445
1778147855175295742,1778147855.1752958,-0.4168216692235589,-0.13405480315775142,0.8090409886519292,-1.8081891341668974,-1.7492885672036202,0.7553682963231144
1778147855195259758,1778147855.1952598,-0.41683666347514026,-0.13407040402836137,0.8090135498883642,-1.8082072152407431,-1.7493282800532093,0.7552568984340248
1778147855215230491,1778147855.2152305,-0.41683071474476385,-0.1340545573567101,0.8090340671286491,-1.8082258883477536,-1.7493166236189281,0.7553302856440198
