time_ns,time_s,q0,q1,q2,q3,q4,q5
1778147854847162513,1778147854.8471627,-2.268813435231344,-0.9848954242518921,-1.9157766103744507,-1.2380618017962952,1.0176329612731934,0.7406306266784668
1778147854855464662,1778147854.8554647,-2.268744770680563,-0.9848591250232239,-1.9158087968826294,-1.2380338472178956,1.01762056350708,0.7407190203666687
1778147854876971449,1778147854.8769717,-2.2687810103045862,-0.9848103088191529,-1.9157246351242065,-1.2380375427058716,1.017584204673767,0.7406306862831116
1778147854897058775,1778147854.897059,-2.268805805836813,-0.9848387402347107,-1.9157323837280273,-1.2380658847144623,1.0176328420639038,0.7406750917434692
1778147854915370386,1778147854.9153707,-2.2687442938434046,-0.9848262232593079,-1.9157843589782715,-1.2380498808673401,1.0176533460617065,0.7406869530677795
1778147854935359255,1778147854.9353592,-2.2687886396991175,-0.9848912519267579,-1.915797233581543,-1.2380219262889405,1.0176533460617065,0.7406222820281982
1778147854956194363,1778147854.9561944,-2.268845860158102,-0.9849114579013367,-1.9157843589782715,-1.2379852098277588,1.0176769495010376,0.7406222820281982
1778147854975347597,1778147854.9753478,-2.2688501516925257,-0.984915093784668,-1.9157123565673828,-1.238005892639496,1.0176775455474854,0.7406062483787537
1778147854995394673,1778147854.9953947,-2.2688258329974573,-0.9849394124797364,-1.915724277496338,-1.2379934650710602,1.0176568031311035,0.740626335144043
1778147855015325217,1778147855.0153253,-2.2687962690936487,-0.9849310678294678,-1.915708065032959,-1.2379774314216156,1.0176244974136353,0.7406430244445801
1778147855035346759,1778147855.0353467,-2.2688453833209437,-0.984959141617157,-1.9158008098602295,-1.2379132372191926,1.0176769495010376,0.7406026721000671
1778147855055284451,1778147855.0552845,-2.2687962690936487,-0.9849751752666016,-1.9157480001449585,-1.2379494470408936,1.0176846981048584,0.740578830242157
1778147855075509579,1778147855.0755095,-2.26884109178652,-0.9849710029414673,-1.9157365560531616,-1.2379572254470368,1.0176727771759033,0.7405907511711121
1778147855095340096,1778147855.0953403,-2.268836800252096,-0.9849751752666016,-1.915700078010559,-1.237953559761383,1.0176527500152588,0.7406392097473145
1778147855115378215,1778147855.1153784,-2.268780533467428,-0.9849590820125123,-1.9157323837280273,-1.23796962321315,1.0176966190338135,0.7405907511711121
1778147855136863335,1778147855.1368632,-2.268812958394186,-0.9849626582911988,-1.9157406091690063,-1.2379132372191926,1.0176925659179688,0.7406067252159119
