time,node_0_x,node_0_y,node_0_z,node_1_x,node_1_y,node_1_z,node_2_x,node_2_y,node_2_z,node_3_x,node_3_y,node_3_z,node_4_x,node_4_y,node_4_z,node_5_x,node_5_y,node_5_z,node_6_x,node_6_y,node_6_z,node_7_x,node_7_y,node_7_z,node_8_x,node_8_y,node_8_z,node_9_x,node_9_y,node_9_z,node_10_x,node_10_y,node_10_z,node_11_x,node_11_y,node_11_z,node_12_x,node_12_y,node_12_z,node_13_x,node_13_y,node_13_z,node_14_x,node_14_y,node_14_z,node_15_x,node_15_y,node_15_z,node_16_x,node_16_y,node_16_z,node_17_x,node_17_y,node_17_z,node_18_x,node_18_y,node_18_z,node_19_x,node_19_y,node_19_z
0.0,-7.213544337054435e-19,8.210290357735933e-18,-5.006303531451817e-17,0.02299778785591112,2.4450742975143104e-05,-0.00014680211218590718,0.04599368481513349,-0.0002127178638355142,-4.143196864840781e-05,0.06898339096785695,-0.0006151103251088244,0.00034110631073961707,0.09196151097446761,-0.001195024909982051,0.0010460564085986279,0.11492278352637392,-0.0019572011096861174,0.002087378938317661,0.13786385934947218,-0.0028954193977967445,0.0034528186528546135,0.16078364674440365,-0.003999492831740782,0.005117476295804814,0.18368005357939174,-0.0052776327357597005,0.007071449717533723,0.206543430904017,-0.0067802917180303625,0.009350139990164378,0.2293523465582589,-0.008594604446518201,0.012035516631612612,0.2520810758797503,-0.010791033063172792,0.015204165937168645,0.2747218710993881,-0.013346998511491695,0.018842312494918786,0.2973058137193518,-0.01610626443760772,0.022790678670102704,0.31989615544588335,-0.018817042562793176,0.026773585180940477,0.3425525873047807,-0.02123475693951962,0.030506802439648588,0.3652982027443393,-0.023226351798004873,0.03381826446853929,0.3881159990211707,-0.024811589680705556,0.03670497709354293,0.41096884623442986,-0.026121898811218184,0.03929596947019246,0.43382174599509105,-0.027311376973365383,0.041755570717101065
0.01,5.461774323014135e-19,-4.912791094074942e-19,-8.201989434852841e-17,0.023002376848865174,-1.260742607100227e-06,-0.00024136105446887843,0.0460055091295577,-0.00026508989555065635,-0.0004909916488808823,0.06901149764024773,-0.0006627030783782381,-0.0005159666100257958,0.09201872360762287,-0.0011989299493176122,-0.0002264335104142295,0.11502280000808382,-0.0018967831876709935,0.00044131203327503384,0.13801639131397053,-0.0028014999941720314,0.0015369495731133319,0.16098871950169463,-0.003979873036242908,0.0031052184427482464,0.18392431084796557,-0.005512633969748102,0.00519513067058564,0.20680282482539072,-0.0074717091506443034,0.007861833288513049,0.22960667121851439,-0.009874608305615231,0.011138139331752893,0.25234190993987576,-0.012626074390458967,0.014963769306147408,0.275060171441928,-0.015482352860950552,0.019105338797917842,0.2978495362399012,-0.018078269478376114,0.023137938530142725,0.32078075395777544,-0.0200283486357269,0.02654178394359917,0.3438515475537737,-0.021066205733553237,0.028893592182081977,0.3669899185483391,-0.021151160224607845,0.03005112881353845,0.3901135499004914,-0.02047855121154619,0.030211595422530456,0.41317956331436734,-0.01938633839082699,0.029801499964951655,0.436184355996761,-0.01820991172476371,0.029263253399813276
0.02,2.2829231994397903e-17,1.115034171765561e-17,-1.3507803816453778e-16,0.02307088716793961,3.7250859390624884e-05,-0.000403277450437471,0.04612622196716318,-0.00013501216497754438,-0.0012069977911540178,0.0691955474149404,-0.000461410101645297,-0.0018342551420824386,0.09228047865184162,-0.0010076081753161142,-0.0020748381878971235,0.11537126532019897,-0.001865098150074502,-0.0017459325666354761,0.1384462778086144,-0.00312803679270738,-0.000707615738378673,0.16147860647336235,-0.004861314989435132,0.0011141237612058603,0.18444881853922643,-0.007069816160284358,0.0037135851119518342,0.20735873078006067,-0.009674747070691934,0.00700664225386447,0.23024154697487256,-0.012498038680472954,0.010828326608580425,0.2531638768620364,-0.015258720164680363,0.014905149417549328,0.27620826059375236,-0.017593925685244642,0.018817934330817753,0.2994253100769867,-0.01911927139889775,0.022015301927468246,0.3227757930718212,-0.01952814772231685,0.023933074229763387,0.3461221274901326,-0.018698000816318356,0.024199546274348567,0.3693042104307746,-0.01674618988229928,0.02281224031690138,0.3922424633357158,-0.013994337066536125,0.020158208398827666,0.41497061920457895,-0.010855034483454063,0.01684988046870127,0.43757766885278027,-0.007693098293605946,0.013463348010402032
0.03,7.968885967768458e-17,5.696127163695719e-17,-2.2545984176836065e-16,0.023242492036809507,0.00017236540692973303,-0.0006725634031765565,0.04641582776080944,6.476643233124313e-05,-0.0020763299022058973,0.0696079601545402,-0.0003819106748052146,-0.0032167173091891903,0.09281913262477363,-0.0012798285043753583,-0.0037587978000504113,0.11602812499281327,-0.0027076631513219336,-0.0034564425577217808,0.1392017460284876,-0.004680782757416465,-0.0021845233904104738,0.1623173506876928,-0.007128949052428814,3.721598236782945e-05,0.18538519142075666,-0.009890728272292992,0.0030489406880602216,0.208454903706937,-0.012724443796845963,0.006586091993214171,0.23160141685047878,-0.015328406468752031,0.010316390565200709,0.25489629775092093,-0.01736600013102196,0.013845054360908318,0.2783687557842871,-0.018500760419263886,0.01669620071457972,0.3019612425032991,-0.01845099935111553,0.01833048030859036,0.32550726895246634,-0.017061904196344773,0.0182577227208113,0.34877730711835087,-0.01436726409589083,0.01622394552909496,0.3715948137604989,-0.010598545983430359,0.01235768633111032,0.3939390768842186,-0.006123939173823281,0.007158471131754568,0.4159416177992,-0.001344300292536428,0.0013151080440635269,0.43778073167880405,0.0034131877103705864,-0.004557462312216026
0.04,1.677802861921318e-16,6.205024558406103e-17,-2.8598542804736393e-16,0.023507161204992393,0.00018180652869258576,-0.0008483564855715094,0.046866297483543935,-0.00024017796273230506,-0.002513461792704133,0.07023687885593961,-0.0012005619478304152,-0.003791945461423071,0.09361345439884221,-0.0027633299005236675,-0.004314186372768909,0.11697272717343926,-0.004904678783226609,-0.0038679673294730738,0.14029454655348444,-0.007502516277740099,-0.0024206167667846137,0.1635868201050505,-0.010343817001447816,-0.00011872033625327146,0.1868952176352476,-0.013148272250757681,0.0027464349373107332,0.2102879171503808,-0.015600267468002164,0.005801265903500322,0.2338231234493034,-0.017380260498310405,0.00864674940691186,0.25751428154118905,-0.01819251984646388,0.010874376838850171,0.2812997328023185,-0.017794460980887727,0.01204797059315518,0.30502135473758674,-0.016035261049230046,0.011711609985867932,0.3284352448202577,-0.012900312668412543,0.009483603000006967,0.35128635578202977,-0.008537737107229638,0.005217776275311494,0.37343172331790875,-0.0032381290112350886,-0.0008759681931981262,0.39492507026123214,0.0026335295271155126,-0.008256722521894636,0.4159827236159783,0.008722661392201897,-0.016229272307021016,0.43684996551197486,0.014758107422577705,-0.024191004850908093
0.05,2.810523081625549e-16,-2.07997410527766e-17,-2.593140546042205e-16,0.023847615702140484,-6.89500951032372e-05,-0.0007652801279267843,0.04744822659312722,-0.0012615854189634175,-0.00217448627612829,0.07103957715445762,-0.0030579429346098115,-0.0031811138442083115,0.09462087704856727,-0.005387816649027049,-0.0034912104854679295,0.11819010435565004,-0.008100261049747275,-0.0029836342160724006,0.141758389701051,-0.01096823719043286,-0.0017163889512775028,0.1653584635334712,-0.013708993137628647,9.012146208356011e-05,0.1890364380610154,-0.016014232222671662,0.0020993388161474414,0.21282771535845846,-0.017582263072026986,0.003927289378654773,0.2367291416024478,-0.018145605343983646,0.005201906832790335,0.2606781239900779,-0.017492336624913507,0.005577083217675788,0.2845388702834547,-0.015485873968164563,0.004706418983084515,0.30809762660904016,-0.012089376124908232,0.002236764940212243,0.3310883904053641,-0.007390489846386682,-0.0021167958773280864,0.3532746106170873,-0.0016058820824818318,-0.008429636285661917,0.37456494785278965,0.004953981698470934,-0.016460744641116354,0.3950792793302621,0.011951232229482996,-0.025677491250551014,0.4150956016526688,0.019086349306470955,-0.0354177633916172,0.43490281318550217,0.026143898185812926,-0.04511637113874944
0.06,4.1947782053464167e-16,-1.6441925945742675e-16,-1.57182209956086e-16,0.024263791909204385,-0.0004975483906945926,-0.0004605378649487634,0.04814605260021665,-0.002662753204569765,-0.0012683012653517515,0.07199977945238525,-0.005361128795908331,-0.001795579168336637,0.09584479848130831,-0.008356870218910949,-0.0018943290900571143,0.1197079613829593,-0.01138803809695724,-0.0015496861036748035,0.14361992464532344,-0.014172387032275907,-0.0008777539064957848,0.16760709929641,-0.01642247464896704,-0.00010832019289973302,0.1916774272679955,-0.017866447688709895,0.0004553909043795375,0.21580466203655455,-0.018269384454687652,0.0004967172281792812,0.2399182391783375,-0.017450156710043088,-0.00026440052585577605,0.2638991166316464,-0.01529264663201295,-0.0020677291441690325,0.2875753509828222,-0.01175621226408271,-0.005151203168837159,0.3107211206993704,-0.006890723736227898,-0.009770908828921291,0.3330840254994862,-0.0008503377141306259,-0.016139813527956907,0.35446403146363914,0.006113408356139839,-0.024297873671605238,0.37481913770914876,0.013693027998328893,-0.034009164710520755,0.39431795833424077,0.02158663129402167,-0.04477888699374093,0.4132770663550431,0.02954784273866993,-0.055998051860472395,0.432009443095225,0.037410656914455394,-0.06714974157230481
0.07,5.809697341263576e-16,-3.0978366573342075e-16,-3.532805016408236e-17,0.024749347023272247,-0.0009296473443977763,-9.9453795199241e-05,0.0489530626741001,-0.003914527319772351,-0.00031758932991090785,0.07312199758910679,-0.007295551352333739,-0.0004647568294258457,0.09729833033567585,-0.010696236401440577,-0.0005470903573773105,0.12152148958520773,-0.01377419497260093,-0.0006443352456191933,0.14581291255670487,-0.016222909228747903,-0.0009038757453825366,0.1701637280524717,-0.017777958377494907,-0.0015288700626700897,0.19452691566327696,-0.018226129472289524,-0.002749837072815507,0.21881714606376362,-0.017413649279187947,-0.004779575971048344,0.24291786703123214,-0.0152497776182755,-0.007778756602376347,0.26668673357313244,-0.011706615527553227,-0.01186711216058383,0.2899506012853252,-0.006821683376180622,-0.01717487200854289,0.3124995895155892,-0.0007076566565230443,-0.02387352061167533,0.33411037016113687,0.006439236132723512,-0.03212359894296142,0.35462051813540985,0.014351771162089286,-0.04195098878441402,0.3740262140177498,0.022735257828273726,-0.053143304166504,0.3925266047385467,0.03132373177487162,-0.06525643165766147,0.4104577226893558,0.03991733862509591,-0.07774166713337229,0.42814188460094843,0.048391394752954606,-0.09013318180212218
0.08,7.537373503119227e-16,-4.0722633598555547e-16,4.769811932578416e-17,0.025267320871512004,-0.0012188795671267119,0.00014514310404767816,0.04983328910243498,-0.004609647604445349,0.00017100541686290886,0.07436629795461598,-0.00825039359260524,2.917153939165284e-05,0.09891383810228453,-0.011683828177462626,-0.00039655088952747324,0.1235033605668145,-0.014524754323030771,-0.0012490926355282837,0.14812491212417486,-0.016460412491592278,-0.0026879341106146233,0.1727238098564472,-0.01725258667994865,-0.004880277837018629,0.19720374718786807,-0.016739542419073404,-0.007981924017120851,0.2214405071809579,-0.01483421590582308,-0.01210577895315457,0.2452997525905447,-0.011516636937018598,-0.01730259654280137,0.2686441206446935,-0.006824573958404236,-0.023585873021464646,0.29132145253178265,-0.0008509819948490703,-0.030993734956209534,0.3131506185861648,0.006248808691943918,-0.03962762189758797,0.33394004673970923,0.014251751053656775,-0.049607111780181956,0.35355881514985515,0.022883510936708387,-0.06095133387865023,0.3720294221374131,0.03186332071741387,-0.07347446699824318,0.3895676246778673,0.040955842670259056,-0.08678262675692575,0.4065161218988227,0.049998920785705156,-0.10038499973534903,0.42319726646553546,0.058900626973679704,-0.1138641279307609
0.09,9.184276603124708e-16,-4.3243403649584344e-16,5.482674860987635e-17,0.025760690015488735,-0.0012929982880207072,0.00016356373872924057,0.05070258331535452,-0.00457280550391057,-0.00010426851526827176,0.0756071024622363,-0.007969157875235314,-0.0007769899044155021,0.1005029191137978,-0.011014143649539945,-0.0020085309763451828,0.12538786405507873,-0.013321751021023686,-0.003959328042951257,0.15021522260838002,-0.014590294450753072,-0.006780758588663693,0.17489259556626702,-0.014605093281103472,-0.010605537304224387,0.19929294699755026,-0.013238383922923935,-0.015532602718007452,0.22327625614334,-0.010442734711143015,-0.021603462419225356,0.2467115997547718,-0.0062375799034239355,-0.02879229027680616,0.26948168701918124,-0.0006956524561152421,-0.037038915808709647,0.29146317979054615,0.006060805502465247,-0.046316417235529636,0.3125049979417737,0.013853098851547513,-0.056674723117794853,0.33244338630687276,0.022442957258529808,-0.06820153768522953,0.35117158819964267,0.03155304738169974,-0.08090977081557206,0.3687300996893931,0.040914231301440854,-0.0946344522280134,0.38534404045742876,0.05031503461762302,-0.10902310111200399,0.4013574509669717,0.05962234191410423,-0.12363386737721672,0.41708935517571655,0.06876919337006612,-0.1380908480289552
