time_ns,time_s,msg_stamp_ns,frame_id,x,y,z,qx,qy,qz,qw
1778147624814879475,1778147624.8148797,1778147624321133057,robot_b_base,-0.8589330004019728,-0.1207416821812638,0.3226571514724405,0.9943193138420318,0.01211585888207013,-0.1033902862082468,0.02219812609293563
1778147624818564698,1778147624.8185647,1778147624367599121,robot_b_base,-0.8602165196588532,-0.121648248659051,0.3223377472695173,0.9943112886352395,0.012133796005985992,-0.10342447980257086,0.02238770342358228
1778147624821759255,1778147624.8217592,1778147624414065186,robot_b_base,-0.8608587582241338,-0.12227672421760138,0.32189692156932337,0.9943265663469564,0.012168720079576268,-0.10322056355504797,0.022630001495249786
1778147624825414231,1778147624.8254142,1778147624460531250,robot_b_base,-0.86202951154478,-0.12226948744769695,0.3218537637638008,0.9943554088815825,0.012224917829821828,-0.10285285775214334,0.023003518518098485
1778147624830341220,1778147624.8303413,1778147624506997314,robot_b_base,-0.862735877379686,-0.12260782552895311,0.3217025550236142,0.9944062739937586,0.012278161256139095,-0.10229499395417202,0.02326248503350685
1778147624835882396,1778147624.8358827,1778147624553463379,robot_b_base,-0.8629407305925016,-0.12261333784388884,0.32153264759776473,0.9944665968852026,0.012344728261164471,-0.10162073189113156,0.023601318048630276
1778147624840871711,1778147624.8408718,1778147624599929199,robot_b_base,-0.8630167101096036,-0.1230820347444308,0.3215162500643486,0.9945362194426363,0.01242145970178958,-0.1008350518791299,0.02399391314809908
1778147624846089373,1778147624.8460896,1778147624646395264,robot_b_base,-0.8632465059997934,-0.1234734704458087,0.3213191416034298,0.994591382579892,0.012472813556589088,-0.1002281211088677,0.024222600165709676
1778147624850865817,1778147624.850866,1778147624692861328,robot_b_base,-0.863626186062411,-0.12337890203783952,0.3211072485474593,0.9946509342206389,0.012511338318902896,-0.09960711808518462,0.024318871154812703
1778147624856191178,1778147624.8561914,1778147624739327393,robot_b_base,-0.8639165493642154,-0.12346583395022304,0.32105587743314173,0.9946926611088711,0.012552898435314624,-0.09913549864757142,0.024517087610941492
1778147624861587716,1778147624.8615878,1778147624785793457,robot_b_base,-0.8645860428779368,-0.12331413487827791,0.32085956538814076,0.9947221876227206,0.012589377764452772,-0.09878321376183735,0.024721522959886347
1778147624890462110,1778147624.8904624,1778147624832259277,robot_b_base,-0.8648789188110327,-0.12350605148790017,0.3203102543459815,0.994756772043836,0.012618307980579748,-0.09840154548625253,0.024837041340545745
1778147624936800280,1778147624.9368005,1778147624878725342,robot_b_base,-0.865256399728184,-0.12346278805305355,0.31976414514744056,0.9947763882694285,0.012635591825505704,-0.09818219099409617,0.024910570696983214
1778147624995673853,1778147624.995674,1778147624925191406,robot_b_base,-0.8652166766093915,-0.12388749984747516,0.3192303501494688,0.9947929855258133,0.012665350061345811,-0.0979591014766447,0.025110143256284377
1778147625030539165,1778147625.0305393,1778147624971657227,robot_b_base,-0.8657014534989127,-0.12360385839455734,0.318994917819877,0.9948067135720404,0.012707072702648828,-0.09773126025784606,0.02543095955207481
1778147625085756362,1778147625.0857565,1778147625018123291,robot_b_base,-0.8653129576793717,-0.12347292690491318,0.3187272962750237,0.9948232557272828,0.01275309479381847,-0.09746512676322755,0.025779788641048934
1778147625123347776,1778147625.1233478,1778147625064589355,robot_b_base,-0.8650995875243761,-0.12361846311746649,0.3185007528911137,0.9948344818725725,0.012799893607102037,-0.09724316253396031,0.026158817660035437
1778147625170831015,1778147625.1708312,1778147625111055176,robot_b_base,-0.8645980637371448,-0.1238001090464722,0.3184451482471368,0.9948667133583904,0.012870647842809295,-0.09676403296457721,0.0266700393702513
1778147625217529632,1778147625.2175298,1778147625157521240,robot_b_base,-0.8637112736435717,-0.12427648235864786,0.3181586451549621,0.9949115721917795,0.012943578966405009,-0.09615728807372785,0.027151486749866394
1778147625263603151,1778147625.2636032,1778147625203987305,robot_b_base,-0.8632707008139362,-0.12484300639839552,0.31779104287724846,0.9949557877079204,0.012989226135566781,-0.09562528391078919,0.027387325314677913
