time_ns,time_s,fx,fy,fz,tx,ty,tz
1778147013890463269,1778147013.8904634,0.20076225287448302,0.271374709878677,0.40251529578119827,0.001605777766592703,-0.003765549845184877,0.004467509824910642
1778147013908865149,1778147013.9088652,-0.23804921331478746,-0.0907695611879682,0.29987583601443835,0.005517389978667016,-0.013844740258226696,-0.0014005527562030876
1778147013927223699,1778147013.927224,0.7624571473710473,0.33766956984488744,-0.026761847426503782,0.0007139955771971723,0.010842983757075961,0.027517977135163536
1778147013947121907,1778147013.947122,0.36577910484488096,0.40565647569005575,0.3207737064010693,-0.00057084110682863,-0.0023781686169179125,0.010873832648851067
1778147013966241442,1778147013.9662416,0.8544055387843787,0.09697091945846853,-0.12254679935237833,-0.002641253289652437,0.012392317331468629,0.010923958215082113
1778147013987833495,1778147013.9878337,0.5454678252645757,-0.13296922747685597,-0.17453100438356706,0.000666645112499421,0.009764956175389526,-0.002923647697796435
1778147014005968702,1778147014.0059688,-0.05568849745939389,0.10592119987628432,0.23641147324363138,-0.00330097152094053,-0.008154708354388578,0.011272564576409974
1778147014026164635,1778147014.0261648,0.75099387793625,0.6340545788772171,-0.04271572278516983,-0.006476687917298214,0.007057523640509721,0.016681492265221906
1778147014046028647,1778147014.0460286,0.4162853167017691,-0.040509860538863456,-0.10179743834235858,0.001124925380247083,0.0010434979251014844,-0.003510437691623833
1778147014065881365,1778147014.0658815,0.5639353421558574,0.015370504250621725,-0.21390545191973784,0.012344188758189429,0.009003885864157214,0.004194725322738215
1778147014085915316,1778147014.0859156,0.23034530060184102,0.39836134733130774,0.3359204099900517,0.004801442239532234,-0.00955725739887476,0.02075966283050555
1778147014106056958,1778147014.1060572,0.6408312575498931,0.19981116464491255,-0.27896741575170253,-0.0006522165734266687,0.010921118085693415,0.007470118263119359
1778147014125990211,1778147014.1259902,0.34203862677498453,0.286169297790867,0.37074968204690356,-0.003995578706789143,-0.00225617277149376,-0.0028482572858227403
1778147014145900628,1778147014.1459007,0.27557393961299137,-0.400377133625811,0.22299027467704555,0.013229875879299037,-0.0019485525659892237,-0.004542657269263151
1778147014165963753,1778147014.165964,0.16721948049066412,0.37542764891335934,0.5481722324023778,0.006567238758025738,-0.013539505202291248,0.009123523507891631
1778147014185909123,1778147014.1859093,0.4501720032210056,-0.5496726375504135,0.3077625930507819,0.0015291903122422517,-0.004453499514587987,-0.01394849822622036
1778147014205868807,1778147014.205869,0.31996100181491677,0.6256925993080217,0.5756716373822617,-0.002038595159157568,-0.017095879095268333,0.023517240487588353
1778147014225907861,1778147014.225908,0.14838358046465477,0.2958888038726013,0.048413677639037186,-0.009106024358942186,-0.00187894310958617,0.016642458024592105
1778147014246055920,1778147014.246056,0.10653081548802668,0.4830514077718928,0.2095106601053257,-0.004160464678213435,-0.004348257114250435,0.019107248246583754
1778147014265905432,1778147014.2659056,0.4437471821744708,-0.6845021650491849,0.08497160547439617,0.011952477316287222,0.005980108658205272,-0.007952478739191169
1778147014285959837,1778147014.28596,0.3388624133604028,0.34084317933919467,-0.023478646649755713,-0.00414916169661457,0.00023145675403392783,0.005929412112854177
1778147014306011706,1778147014.3060117,0.1452521424280166,0.3714260035414429,0.13826517372583258,0.00949106452285099,-0.0019505759988347668,0.020559666524048552
1778147014325857526,1778147014.3258576,0.25637678196314356,-0.312511870502641,0.0075072375641572625,0.005759689336096819,-0.00374226026910951,-0.0020898407815069264
1778147014345964414,1778147014.3459644,0.340668173909518,-0.2795190795877648,0.08814469778053793,0.007868105143214562,-0.006941915650109387,-0.0016292789696562581
1778147014365915247,1778147014.3659153,0.2978885540328985,0.7532468889714602,-0.16028861287714025,-0.010380908020198688,0.002506614325723282,0.020480756632388252
