time_ns,time_s,fx,fy,fz,tx,ty,tz
1778146153825606584,1778146153.8256068,0.16144824230876073,-0.3220656663636807,-0.11006238309323149,0.002353023383638518,0.007803670711691079,-0.005268037589313755
1778146153845973797,1778146153.845974,-0.4108156563653099,-0.15993912630221271,0.2713190185329979,0.012918709990264508,-0.008725677716778991,0.0060053808913466886
1778146153867587829,1778146153.867588,-0.24217649824974352,-0.6874318871985647,-0.04288136495863358,0.023145229796799536,-0.011516339555207719,-0.007785579040021718
1778146153886910732,1778146153.886911,0.23078809689778626,-0.1800861807779488,0.10705969429519148,0.00994293700756799,0.008498732015062306,-0.009397255580236238
1778146153906829946,1778146153.9068298,0.35526034456158107,-0.2285411645400976,0.3947322362607365,0.011558869754507865,0.011487082026138306,0.0024001581412967624
1778146153925656802,1778146153.925657,0.2637348346795211,-0.2560579827055711,0.197779729161992,0.008456620895670208,0.00777709003432809,0.0011222176533893105
1778146153945527287,1778146153.9455273,0.4647954579378847,-0.21591782155306213,0.2970260560939798,0.01557397531001061,0.013756879604883702,0.0021569045571747897
1778146153965462174,1778146153.9654624,0.0985114248267229,-0.4456710702441594,0.2844208183884562,0.015426954716357471,0.006401492850778033,0.005084134237090223
1778146153985544317,1778146153.9855442,0.4371697492503011,0.13316814545407277,0.08883387177181401,-0.0035094539187971755,0.009058647172770887,0.008185931050924458
1778146154005455714,1778146154.0054557,0.4553283263711587,-0.6133189160719674,0.3664842740332906,0.014722196031138448,0.009379658874934341,-0.008448035376143737
1778146154025570477,1778146154.0255706,0.2728085358485983,-1.0854453320998223,0.29492344853505303,0.03435388625309459,0.006140877072994695,7.164163552530155e-05
1778146154045933569,1778146154.0459337,-0.2816511498068791,-0.07404849219151803,0.2090288240657623,0.005130642924636147,-0.010386015488124602,0.0020773869969536746
1778146154065461861,1778146154.0654619,0.021531275312867144,0.11776505625533992,0.21387374523136143,0.004416966803815578,-0.0007262164358587699,0.008004430895804873
1778146154085311396,1778146154.0853117,0.04589424610935533,-0.37098372112099726,0.08015932767969876,0.009126251172267242,-0.0026786120588482005,0.009380598441884137
