time_ns,time_s,qd0,qd1,qd2,qd3,qd4,qd5
1778146153825544308,1778146153.8255444,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146153845922190,1778146153.8459225,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146153867539070,1778146153.8675392,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146153886861960,1778146153.8868623,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146153906793004,1778146153.906793,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146153925591999,1778146153.9255922,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146153945459103,1778146153.9454594,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146153965425257,1778146153.9654253,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146153985489787,1778146153.9854898,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154005417887,1778146154.005418,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154025508103,1778146154.0255082,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154045884218,1778146154.0458844,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154065421905,1778146154.0654218,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154085276663,1778146154.0852768,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154105488040,1778146154.1054883,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154125446216,1778146154.1254463,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154145468341,1778146154.1454685,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154165589052,1778146154.165589,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154185301347,1778146154.1853013,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154205851731,1778146154.2058518,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154225429315,1778146154.2254293,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154245559470,1778146154.2455597,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154265475752,1778146154.265476,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154285468340,1778146154.2854686,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154305448930,1778146154.305449,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154325501565,1778146154.3255014,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154345489209,1778146154.3454893,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154365442375,1778146154.3654425,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154385428419,1778146154.3854287,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154405605553,1778146154.4056058,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154425347184,1778146154.425347,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154445521299,1778146154.4455216,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154465497241,1778146154.4654975,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154485668786,1778146154.485669,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154505375735,1778146154.5053759,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154525531647,1778146154.5255318,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154545448338,1778146154.5454485,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154565461301,1778146154.5654614,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154585411897,1778146154.585412,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154605570283,1778146154.6055703,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154625602944,1778146154.6256032,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154647440444,1778146154.6474404,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154665431456,1778146154.6654317,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154685526245,1778146154.6855264,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154705355991,1778146154.7053561,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154727188984,1778146154.727189,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154745497135,1778146154.7454972,-0.0,0.0,-0.0,0.0,0.0,0.0
1778146154765460287,1778146154.7654603,-0.0,0.0,-0.0,0.0,0.0,0.0
