time_ns,time_s,q0,q1,q2,q3,q4,q5
1778146153825477869,1778146153.825478,-2.5986395517932337,-1.0434635442546387,-1.7513782978057861,-1.753434797326559,1.4922202825546265,0.5781159400939941
1778146153845857860,1778146153.8458579,-2.5986838976489466,-1.0434635442546387,-1.7514148950576782,-1.7534829578795375,1.4921640157699585,0.5781474113464355
1778146153867479098,1778146153.867479,-2.5986760298358362,-1.043471710090973,-1.7513946294784546,-1.7534223995604457,1.4922162294387817,0.5781683325767517
1778146153886802023,1778146153.886802,-2.5986760298358362,-1.0434591931155701,-1.7514512538909912,-1.7534705601134242,1.4921834468841553,0.5781356692314148
1778146153906742042,1778146153.906742,-2.598651711140768,-1.0434228342822571,-1.7513988018035889,-1.7534548244872035,1.4921722412109375,0.5781517028808594
1778146153925520307,1778146153.9255204,-2.59872013727297,-1.0434802931598206,-1.7514065504074097,-1.7534705601134242,1.4922001361846924,0.578172504901886
1778146153945406338,1778146153.9454067,-2.5987282435046595,-1.0434389871409913,-1.7513904571533203,-1.7534786663451136,1.4921681880950928,0.5781683325767517
1778146153965381117,1778146153.9653811,-2.5986719767199915,-1.0434920352748414,-1.7513946294784546,-1.7534061870970667,1.4921834468841553,0.5781925320625305
1778146153985434562,1778146153.9854348,-2.598684374486105,-1.0434550803950806,-1.7513823509216309,-1.7534386120238246,1.4922244548797607,0.5781238079071045
1778146154005373855,1778146154.005374,-2.598647658024923,-1.0434956711581727,-1.7513705492019653,-1.7534505329527796,1.4922369718551636,0.5781360268592834
1778146154025432512,1778146154.0254326,-2.5986557642566126,-1.0434635442546387,-1.7513866424560547,-1.7534743748106898,1.4921640157699585,0.5781196355819702
1778146154045826718,1778146154.045827,-2.598680082951681,-1.0434717696956177,-1.7514268159866333,-1.7534548244872035,1.4921603202819824,0.5781397819519043
1778146154065372230,1778146154.0653722,-2.59872013727297,-1.0434920352748414,-1.7513580322265625,-1.7534786663451136,1.4921841621398926,0.5781598687171936
1778146154085234995,1778146154.085235,-2.5986838976489466,-1.0434963268092652,-1.7513781785964966,-1.753462930718893,1.4922043085098267,0.5781397819519043
1778146154105422593,1778146154.1054227,-2.5986879507647913,-1.0434760016253968,-1.751410722732544,-1.7534142933287562,1.4922083616256714,0.5781438946723938
1778146154125389306,1778146154.1253893,-2.5986552874194544,-1.043487862949707,-1.7514030933380127,-1.7534381351866664,1.492220401763916,0.5781639814376831
1778146154145408545,1778146154.1454086,-2.5986557642566126,-1.0434676569751282,-1.7513988018035889,-1.7534142933287562,1.4922001361846924,0.5781438946723938
1778146154165510495,1778146154.1655104,-2.5986719767199915,-1.0434474510005494,-1.751407265663147,-1.7534953556456507,1.4922043085098267,0.5781238079071045
1778146154185260525,1778146154.1852608,-2.5986879507647913,-1.043467716579773,-1.7514148950576782,-1.7534223995604457,1.4922162294387817,0.5781314373016357
1778146154205729202,1778146154.2057295,-2.598692003880636,-1.0435004395297547,-1.7513705492019653,-1.753446718255514,1.4921722412109375,0.5781319737434387
1778146154225362779,1778146154.2253628,-2.5987241903888147,-1.0435284537127991,-1.7513866424560547,-1.7534424267210902,1.4921520948410034,0.578127920627594
1778146154245487052,1778146154.2454872,-2.5986600557910364,-1.0434635442546387,-1.7513946294784546,-1.75341858486318,1.4922162294387817,0.5781639814376831
1778146154265428417,1778146154.2654285,-2.598708216344015,-1.0434718293002625,-1.7513904571533203,-1.7534786663451136,1.4921841621398926,0.578119695186615
1778146154285409241,1778146154.2854095,-2.5986676851855677,-1.0434920352748414,-1.751419186592102,-1.7534948788084925,1.4921681880950928,0.5781438946723938
1778146154305379705,1778146154.3053796,-2.5986478964435022,-1.0434997838786622,-1.751455545425415,-1.7534381351866664,1.4922001361846924,0.5781598687171936
1778146154325431151,1778146154.325431,-2.5986838976489466,-1.0434635442546387,-1.7514114379882812,-1.753446718255514,1.4921722412109375,0.5781438946723938
