time_ns,time_s,qd0,qd1,qd2,qd3,qd4,qd5
1778147877783381154,1778147877.7833815,0.004694813396781683,0.0038346557412296534,2.2318674686161444e-11,-0.006867885123938322,-0.003892726730555296,0.005567297339439392
1778147877799339521,1778147877.7993395,-0.001405527931638062,-0.0006651337025687099,-0.0008192109526135027,-6.495944461590991e-14,0.00028162356466054916,0.00047620554687455297
1778147877821611286,1778147877.8216114,-0.0001328110956819728,-9.766245057107881e-05,-3.1367795053039924e-14,0.0001246335741598159,3.2172107986741283e-22,0.0001939333014888689
1778147877838970409,1778147877.8389704,-0.0017043576808646321,-0.00027747818967327476,-4.417452287056798e-31,0.0001535438932478428,2.5773241875247765e-40,0.00013060725177638233
1778147877859450269,1778147877.8594506,-0.00020455749472603202,-0.001345932949334383,-0.0,0.0003502144245430827,0.0,7.187789742602035e-05
1778147877878935508,1778147877.8789356,-0.0008114225929602981,-0.0009495819103904068,-0.0,0.0005654002306982875,0.0003623765369411558,-3.8471585867227986e-05
1778147877899053342,1778147877.8990533,-0.001110710552893579,-0.0013424427015706897,-0.0,0.0013664790894836187,0.0002891576732508838,-4.754553083330393e-05
1778147877918974592,1778147877.9189746,-0.00012315587082412094,-0.0010383211774751544,-0.0,0.001024875440634787,0.0005763691151514649,-6.724437116645277e-05
1778147877938918419,1778147877.9389186,-9.647814295021817e-05,-0.0013220629189163446,3.498941077850759e-05,0.0016844136407598853,0.0006523485062643886,-0.0001606742589501664
1778147877958992805,1778147877.958993,-0.00032552258926443756,-0.0009195812162943184,5.858910662936978e-05,0.0005950419581495225,0.00040743526187725365,-0.00044691303628496826
1778147877979090101,1778147877.9790902,-0.00012993837299291044,-0.0010081420186907053,5.0389244279358536e-05,7.207042654044926e-05,0.00035472711897455156,-0.0003646149707492441
1778147878003238111,1778147878.0032382,-8.906372386263683e-05,-0.0002455397043377161,5.392865932662971e-05,0.00020900147501379251,0.0002644397027324885,-0.00044101549428887665
1778147878018990200,1778147878.0189903,-6.580911576747894e-05,-8.117625839076936e-05,0.0005963825387880206,0.00018285709666088223,0.00020440570369828492,-0.0005110778147354722
1778147878038966694,1778147878.038967,-7.227440073620528e-05,-5.593299647443928e-05,0.00036081497091799974,0.0001593671040609479,0.00015043644816614687,-0.00028712660423479974
1778147878058927984,1778147878.058928,-5.701132977264933e-05,-6.400394340744242e-05,0.00021693854068871588,0.00014536269009113312,0.00015687817358411849,-8.181660814443603e-05
1778147878078975286,1778147878.0789754,-6.148549437057227e-05,-5.173719546291977e-05,0.0006597117171622813,0.00012094513658666983,0.00015307802823372185,-8.42752997414209e-05
1778147878099219798,1778147878.0992198,-7.65592121751979e-05,-4.341670864960179e-05,0.0009584625368006527,8.777424955042079e-05,0.00011422236275393516,-6.422771548386663e-05
1778147878118916241,1778147878.1189165,-6.29309652140364e-05,-3.7401878216769546e-05,0.0010356763377785683,8.813782187644392e-05,0.00010931884025922045,-6.918030703673139e-05
1778147878138992702,1778147878.1389928,-5.518834223039448e-05,-3.285094862803817e-05,0.0011919987155124545,8.441645331913605e-05,0.00010606653813738376,-4.34473404311575e-05
1778147878158941925,1778147878.158942,-8.117307515931316e-06,-1.6411402157245902e-06,0.0002877975639421493,7.752194505883381e-05,0.00010375171405030414,-5.249915921012871e-05
1778147878178945910,1778147878.178946,-4.018882449052796e-12,-8.125295141575561e-13,0.00013928920088801533,7.835263204469811e-06,9.068434883374721e-05,-5.859940210939385e-05
1778147878198914529,1778147878.1989148,-1.9897504966572654e-18,-4.022838071280738e-19,9.188218973577023e-05,6.124088677197252e-26,5.363452510209754e-05,-5.039962343289517e-05
1778147878219059154,1778147878.2190592,-9.851266388192181e-25,-1.9917096040071557e-25,6.85541017446667e-05,0.0,5.181401599792129e-21,-5.525206870515831e-05
1778147878239065066,1778147878.2390652,-4.87736727300246e-31,-9.860962324796638e-32,5.467252776725218e-05,0.0,4.0497525618987213e-41,-1.540561697765952e-06
1778147878259327778,1778147878.259328,-2.414786793920601e-37,-4.882168130739135e-38,4.5466189476428553e-05,0.0,0.0,-1.204112278311497e-26
1778147878278981219,1778147878.2789812,-1.1911036946760945e-43,-1.8221722939415486e-06,3.891348751494661e-05,0.0,0.0,-0.0
1778147878298985558,1778147878.2989855,-0.0,-9.021584477728051e-13,4.534894833341241e-05,0.0,0.0,0.0
1778147878318935014,1778147878.3189352,-0.0,-4.466591260100056e-19,4.027525210403837e-05,0.0,0.0,-7.203890373119748e-09
1778147878338987796,1778147878.3389878,-0.0,-2.2114113104157336e-25,1.2804894216969208e-21,0.0,0.0,-7.700280548306182e-05
1778147878358894334,1778147878.3588943,-0.0,-1.0948707197824393e-31,2.4193277856721534e-40,0.0,0.0,-4.149498636252247e-05
1778147878379040944,1778147878.3790412,-0.0,-5.420710672393363e-38,-0.0,0.0,0.0,-2.8400412702467293e-05
1778147878399869725,1778147878.39987,-0.0,-2.6624670822171524e-44,-0.0,0.0,0.0,-2.158805546059739e-05
1778147878418942207,1778147878.4189422,-0.0,-0.0,-0.0,0.0,0.0,-1.7411606677342206e-05
1778147878438971912,1778147878.438972,-0.0,-0.0,-0.0,0.0,0.0,-1.4589194506697822e-05
1778147878459052504,1778147878.4590526,-0.0,-0.0,-0.0,0.0,0.0,-1.2554167369671632e-05
1778147878479026320,1778147878.4790266,-0.0,-0.0,-0.0,0.0,0.0,-1.1017369615728967e-05
1778147878498971177,1778147878.4989712,-0.0,-0.0,-0.0,0.0,0.0,-9.682486989959216e-08
1778147878519032711,1778147878.519033,-0.0,-0.0,-0.0,0.0,0.0,-7.567890679326117e-28
1778147878539095825,1778147878.5390959,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147878559019298,1778147878.5590193,-6.13937743310089e-07,-0.0,-0.0,0.0,0.0,0.0
1778147878578990813,1778147878.578991,-3.039607953357615e-13,-0.0,-0.0,0.0,0.0,0.0
1778147878599189999,1778147878.5991902,-1.5049110141678906e-19,-0.0,-0.0,0.0,0.0,0.0
1778147878619042270,1778147878.6190424,-7.450823297286731e-26,-0.0,-0.0,0.0,0.0,0.0
1778147878638886457,1778147878.6388865,-3.6889063966445567e-32,-0.0,-0.0,0.0,0.0,0.0
1778147878658986089,1778147878.658986,-1.8263791304912824e-38,-0.0,-0.0,0.0,0.0,0.0
1778147878679054738,1778147878.679055,-8.407790785948902e-45,-0.0,-0.0,0.0,0.0,0.0
1778147878701564256,1778147878.7015643,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147878719038694,1778147878.7190387,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147878739036620,1778147878.7390368,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147878759152803,1778147878.759153,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147878778993834,1778147878.778994,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147878798898731,1778147878.7988987,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147878819059168,1778147878.8190594,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147878839804142,1778147878.8398042,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147878858955859,1778147878.8589559,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147878879371465,1778147878.8793716,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147878898920667,1778147878.8989208,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147878918958670,1778147878.9189587,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147878938933328,1778147878.9389334,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147878958933880,1778147878.9589338,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147878978920618,1778147878.9789207,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147878998942246,1778147878.9989424,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147879018938535,1778147879.0189388,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147879038955768,1778147879.038956,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147879058971510,1778147879.0589714,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147879078933012,1778147879.078933,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147879098945807,1778147879.0989459,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147879118894477,1778147879.1188948,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147879139086433,1778147879.1390865,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147879159009491,1778147879.1590097,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147879178991597,1778147879.1789918,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147879199133766,1778147879.1991339,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147879218956875,1778147879.218957,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147879239114614,1778147879.2391145,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147879258912163,1778147879.2589123,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147879279223166,1778147879.2792232,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147879301213794,1778147879.3012137,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147879319074510,1778147879.3190746,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147879339099890,1778147879.3391001,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147879358929305,1778147879.3589296,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147879381601756,1778147879.3816018,-0.0,-0.0,-0.0,0.0,-8.755875396369861e-16,0.0
1778147879399942631,1778147879.3999429,-0.0,-0.0,-0.0,0.0,3.048164951241321e-14,0.0
1778147879418960310,1778147879.4189606,-0.0,-0.0,-0.0,0.0,2.3244762243826512e-36,0.0
1778147879438942234,1778147879.4389424,-0.0,-0.0,-0.0,0.0,0.0,0.0
