time_ns,time_s,q0,q1,q2,q3,q4,q5
1778147877783326816,1778147877.7833269,-2.268604580556051,-0.984915093784668,-1.9157319068908691,-1.2381866735270997,1.0175687074661255,0.7406269311904907
1778147877799269269,1778147877.7992694,-2.2686293760882776,-0.9849109214595337,-1.915776252746582,-1.2382182043841858,1.017633080482483,0.7406062483787537
1778147877821547708,1778147877.821548,-2.2686613241778772,-0.9849073451808472,-1.9157524108886719,-1.2382103663733979,1.0175855159759521,0.7405706644058228
1778147877838910102,1778147877.8389103,-2.2686689535724085,-0.9848793309978028,-1.915756106376648,-1.238128976230957,1.0175567865371704,0.7406026721000671
1778147877859378386,1778147877.8593786,-2.268653217946188,-0.9849478763392945,-1.9157803058624268,-1.2381540101817627,1.0175448656082153,0.7406145930290222
1778147877878893291,1778147877.8788934,-2.2686856428729456,-0.9849393528750916,-1.9157766103744507,-1.2381012004664917,1.0175694227218628,0.7406026721000671
1778147877898980065,1778147877.8989801,-2.268684689198629,-0.9849394124797364,-1.9157766103744507,-1.2381583017161866,1.017577052116394,0.7405948638916016
1778147877918926904,1778147877.918927,-2.2687256971942347,-0.9849912089160462,-1.9157562255859375,-1.2381338042071839,1.017608642578125,0.7406347393989563
1778147877938874707,1778147877.9388747,-2.2686527411090296,-0.984991268520691,-1.9157438278198242,-1.238125966196396,1.017608642578125,0.7405866980552673
1778147877958926954,1778147877.958927,-2.2687371412860315,-0.985003189449646,-1.9157601594924927,-1.238049493437149,1.0175443887710571,0.7405907511711121
1778147877978995013,1778147877.978995,-2.268688980733053,-0.9849990171245118,-1.915780782699585,-1.2380576890758057,1.0175840854644775,0.7405467629432678
1778147878003185339,1778147878.0031855,-2.268733326588766,-0.9850109380534668,-1.9157562255859375,-1.2380576890758057,1.0176247358322144,0.7406108975410461
1778147878018919724,1778147878.0189197,-2.268667999898092,-0.9850310844234009,-1.9157602787017822,-1.2380215388587494,1.0175724029541016,0.7405508756637573
1778147878038898362,1778147878.0388985,-2.2686689535724085,-0.9850396078876038,-1.9157241582870483,-1.2380772692016144,1.017608642578125,0.7405911684036255
1778147878058857796,1778147878.058858,-2.268733326588766,-0.9850800794414063,-1.9157602787017822,-1.238037572508194,1.01762056350708,0.7405549883842468
1778147878078930480,1778147878.0789306,-2.268677536641256,-0.9850513500026246,-1.9157443046569824,-1.2380897265723725,1.017677664756775,0.7405751347541809
1778147878099155456,1778147878.0991557,-2.2687132994281214,-0.9850471776774903,-1.9156923294067383,-1.238093839292862,1.0175800323486328,0.7405829429626465
1778147878118872877,1778147878.118873,-2.268688980733053,-0.9850396078876038,-1.915688157081604,-1.2380696100047608,1.0176414251327515,0.7405794262886047
1778147878138937137,1778147878.1389372,-2.2687047163592737,-0.9850396078876038,-1.9156886339187622,-1.2380696100047608,1.0176002979278564,0.7405590415000916
1778147878158885120,1778147878.1588852,-2.268688980733053,-0.9850437802127381,-1.9156242609024048,-1.2380856436542054,1.01762056350708,0.7405710220336914
1778147878178902578,1778147878.1789026,-2.268688980733053,-0.9849822086146851,-1.9156242609024048,-1.2380618017962952,1.01762056350708,0.7404933571815491
1778147878198872747,1778147878.198873,-2.2687090078936976,-0.985075907116272,-1.9156686067581177,-1.2380778056434174,1.017603874206543,0.7406036853790283
1778147878218995975,1778147878.218996,-2.2687252203570765,-0.9850269717029114,-1.9156521558761597,-1.2380096179297944,1.0176448822021484,0.7405794262886047
1778147878239010409,1778147878.2390103,-2.2686761061297815,-0.9850228589824219,-1.9156444072723389,-1.2380416554263611,1.017588496208191,0.7405307292938232
1778147878259264399,1778147878.2592647,-2.2686970869647425,-0.9850717347911377,-1.915611982345581,-1.2380535763553162,1.0176247358322144,0.7405633330345154
1778147878278924872,1778147878.278925,-2.2687132994281214,-0.985043005352356,-1.9156242609024048,-1.2380856436542054,1.0176573991775513,0.7405669093132019
1778147878298917040,1778147878.2989173,-2.268667999898092,-0.9850185078433533,-1.9156644344329834,-1.2380737227252503,1.0176247358322144,0.7405751347541809
1778147878318893382,1778147878.3188934,-2.2687090078936976,-0.9850312036326905,-1.9156402349472046,-1.2380576890758057,1.0176002979278564,0.7405633926391602
1778147878338923586,1778147878.3389237,-2.268745247517721,-0.9850471776774903,-1.9156242609024048,-1.2380699974349518,1.0176407098770142,0.7405263781547546
1778147878358852485,1778147878.3588526,-2.2687209288226526,-0.9850717347911377,-1.9156644344329834,-1.238081918363907,1.0175565481185913,0.7405794262886047
1778147878378964392,1778147878.3789647,-2.268656555806295,-0.9849983614734192,-1.9156763553619385,-1.2380612355521698,1.0176126956939697,0.740546703338623
1778147878399792611,1778147878.3997927,-2.2687013784991663,-0.9850513500026246,-1.9157410860061646,-1.2380778056434174,1.0176002979278564,0.7405591011047363
1778147878418877408,1778147878.4188776,-2.2687090078936976,-0.9850513500026246,-1.915603756904602,-1.2380416554263611,1.0176165103912354,0.7405674457550049
1778147878438908424,1778147878.4389086,-2.268717590962545,-0.9850185078433533,-1.9156723022460938,-1.2380055350116272,1.0176489353179932,0.7405139803886414
1778147878458971349,1778147878.4589715,-2.2687132994281214,-0.9850396078876038,-1.915656328201294,-1.2380618017962952,1.0176650285720825,0.7405911684036255
1778147878478971958,1778147878.478972,-2.2687047163592737,-0.9850270313075562,-1.9156078100204468,-1.2380778056434174,1.0176372528076172,0.7405424118041992
1778147878498907029,1778147878.4989073,-2.2686718145953577,-0.9850185674479981,-1.9156723022460938,-1.2380535763553162,1.0176329612731934,0.7405223250389099
1778147878518970558,1778147878.5189707,-2.2687090078936976,-0.9850512903979798,-1.9156484603881836,-1.2380334597877045,1.0176162719726562,0.7405751347541809
1778147878538997077,1778147878.5389972,-2.2687132994281214,-0.9850269120982666,-1.9156242609024048,-1.238093839292862,1.0175961256027222,0.7405710220336914
1778147878558950967,1778147878.5589511,-2.2686970869647425,-0.9850185078433533,-1.9156887531280518,-1.2380737227252503,1.0176366567611694,0.7405716776847839
1778147878578930358,1778147878.5789306,-2.268717590962545,-0.9850834769061585,-1.915700912475586,-1.2380338472178956,1.0176289081573486,0.7405954003334045
1778147878599092829,1778147878.599093,-2.2686803976642054,-0.9850067657283326,-1.9156444072723389,-1.238093839292862,1.0176246166229248,0.7405674457550049
1778147878618978695,1778147878.618979,-2.268721882496969,-0.9850437206080933,-1.9156484603881836,-1.2380737227252503,1.0176650285720825,0.740546703338623
1778147878638844698,1778147878.6388447,-2.2687090078936976,-0.9850310844234009,-1.9156845808029175,-1.2380250853351136,1.0176693201065063,0.7405264377593994
1778147878658921736,1778147878.658922,-2.2687047163592737,-0.9850269120982666,-1.9156562089920044,-1.2380897265723725,1.0176289081573486,0.7405549883842468
1778147878678996155,1778147878.6789963,-2.2686761061297815,-0.9850143951228638,-1.9156280755996704,-1.2380576890758057,1.0176609754562378,0.740599513053894
1778147878701523713,1778147878.7015238,-2.2687328497516077,-0.9849863809398194,-1.9156603813171387,-1.238037572508194,1.017641305923462,0.7405097484588623
1778147878718977432,1778147878.7189777,-2.268667523060934,-0.9850185674479981,-1.9156242609024048,-1.2380778056434174,1.0176162719726562,0.7405710220336914
