time_ns,time_s,x,y,z,rx,ry,rz
1778147877783229747,1778147877.7832298,-0.4167889511020758,-0.13410616412791537,0.8089592351276197,-1.8080311559367914,-1.7494894688318199,0.7550545277452079
1778147877799180384,1778147877.7991805,-0.4167900776506925,-0.13410311471798494,0.8089212260341331,-1.8080486466098287,-1.7495732513816487,0.754961850162252
1778147877821472533,1778147877.8214726,-0.41679379391386273,-0.13408181700417238,0.8089430721222115,-1.808020832347088,-1.7495075329472534,0.7549673984776389
1778147877838833780,1778147877.8388338,-0.4167862890181732,-0.13406404318522747,0.808964833736782,-1.8080550028594942,-1.7493985908771437,0.7551039437577449
1778147877859294527,1778147877.8592947,-0.41681404438791375,-0.13410437338062586,0.8089190347577702,-1.808042636327333,-1.7494495440203626,0.7549623740072982
1778147877878820333,1778147877.8788204,-0.4168139457376024,-0.13408929858208077,0.8089316991812375,-1.80806889178885,-1.749417710639165,0.7550334899424085
1778147877898878220,1778147877.8988783,-0.4168127667955463,-0.13408963886223482,0.8089224921741427,-1.8080592005477334,-1.7494586611160472,0.7549601686947762
1778147877918844615,1778147877.9188447,-0.416836202033654,-0.1340987253868629,0.8089199097619226,-1.8081416973434894,-1.7494178320829419,0.7549590152312787
1778147877938805416,1778147877.9388056,-0.4168255949440949,-0.1341281451546578,0.8089298806352221,-1.8080404925322207,-1.749520895158082,0.7549945916208296
1778147877958838475,1778147877.9588387,-0.4168473422814221,-0.13409551461003807,0.8089289379721152,-1.808086235041268,-1.7493486735032115,0.7550071245195614
1778147877978875866,1778147877.978876,-0.4168385035266561,-0.13411885314295074,0.8089125888694035,-1.8080197438819383,-1.7494808055233735,0.7549877036781704
1778147878003123274,1778147878.0031233,-0.4168451955087592,-0.13410746895232706,0.8089235058977228,-1.8081337681949987,-1.7494169561341542,0.755022103678001
1778147878018837879,1778147878.018838,-0.4168481398723298,-0.13414061009702202,0.808921397073514,-1.8080055983231096,-1.7494768112180938,0.7550259176115469
1778147878038821014,1778147878.0388212,-0.4168463623337318,-0.13414349992224386,0.8089334057167012,-1.8080586868560662,-1.7494912670946063,0.7550152743610495
1778147878058778779,1778147878.058779,-0.416873878711433,-0.13414098285791295,0.8088983180506246,-1.8080725822619423,-1.7494813919432795,0.7549312367272892
1778147878078845050,1778147878.078845,-0.4168498771015025,-0.13415333059750134,0.8089093486161933,-1.8080725315194333,-1.7495795973488273,0.7549668568790114
1778147878099077653,1778147878.0990777,-0.41685432583953164,-0.13412301984264113,0.8089520569812275,-1.8080729587678683,-1.7494219636818273,0.7549966794643986
1778147878118802108,1778147878.1188023,-0.4168446311694526,-0.13413488889172154,0.8089584305747036,-1.8080774882931079,-1.7494897415648616,0.7550664340715219
1778147878138852418,1778147878.1388524,-0.4168490158655437,-0.13412473664874605,0.808960183694114,-1.8080528600551962,-1.749451549378531,0.7550408186671136
1778147878158802100,1778147878.1588023,-0.41684243325991516,-0.13412904467419878,0.8090007532106747,-1.8080639924121777,-1.7494565696666593,0.7551132069209683
1778147878178834009,1778147878.178834,-0.41681784501726454,-0.13409974827852705,0.8090272453504591,-1.8079917891250326,-1.7494770932875148,0.7551906191199534
1778147878198801369,1778147878.1988015,-0.4168624449774108,-0.13413879622194155,0.8089594770485213,-1.8081006523264942,-1.7494271201483895,0.7550267954248336
1778147878218898801,1778147878.2188988,-0.41684217108125277,-0.13411154558116184,0.8089976922347615,-1.8081134268455537,-1.749404757581928,0.7551907367726548
1778147878238920067,1778147878.2389202,-0.41683603530141156,-0.1341239261298976,0.8090026381982995,-1.8080047150740564,-1.7494504963809234,0.7551508172735165
1778147878259160597,1778147878.2591608,-0.4168540234213452,-0.1341387926067509,0.8090038213606249,-1.808065198784092,-1.7494503522022045,0.7551287439340924
1778147878278826523,1778147878.2788267,-0.41684337764277124,-0.13412179170359645,0.8089991676775784,-1.8080922357286577,-1.7494684986026123,0.7551122903544498
1778147878298835077,1778147878.2988353,-0.4168323637112598,-0.13412980585225942,0.8089832762217826,-1.8080538524989673,-1.7494802037408776,0.7551205256645196
