time_ns,time_s,msg_stamp_ns,frame_id,x,y,z,qx,qy,qz,qw
1778147682661535972,1778147682.6615362,1778147682172126709,robot_b_base,-0.9472273898212294,-0.12918844157892584,0.3263429824463754,0.9948080636112101,0.012704981553341013,-0.09772420939795745,0.02540627708634187
1778147682667734608,1778147682.6677346,1778147682218593506,robot_b_base,-0.9492557864758401,-0.1295646210067466,0.3267765530283523,0.9948365916603077,0.012774901744815298,-0.09728817450806296,0.02592236254667529
1778147682674099613,1778147682.6741,1778147682265060791,robot_b_base,-0.9511318660621686,-0.12980756145857586,0.327366444067304,0.9948817900779428,0.012817533617145278,-0.09676570782832222,0.026121492908433873
1778147682680237567,1778147682.6802378,1778147682311527832,robot_b_base,-0.9529421283685877,-0.13013080938631172,0.32797879968979055,0.9949264744786116,0.01287202231439708,-0.09621305150708917,0.026432369223978177
1778147682686583720,1778147682.686584,1778147682357994873,robot_b_base,-0.9541974196363581,-0.13008385924306232,0.32839997933981063,0.9949868218414974,0.01296224608544796,-0.09541358153195535,0.02700838753834224
1778147682692025456,1778147682.6920254,1778147682404461914,robot_b_base,-0.9571929245951207,-0.12901701127460252,0.328985650527505,0.99505561436811,0.013057214755117322,-0.09451034224573038,0.02759762065717018
1778147682699516402,1778147682.6995165,1778147682450929199,robot_b_base,-0.958506405733568,-0.12924412531132812,0.329070564284078,0.9951052498712167,0.013117814407260672,-0.09387300693244355,0.0279521590110938
1778147682704100592,1778147682.7041006,1778147682497396240,robot_b_base,-0.960223604338174,-0.12864242995904107,0.32932112924786194,0.9951291733393556,0.013154123976455625,-0.09354252796187908,0.02819029715778017
1778147682709412309,1778147682.7094126,1778147682543863281,robot_b_base,-0.9618079480799089,-0.1287687456743487,0.32929860449902737,0.9951510623175372,0.0132036166010845,-0.09318939530358013,0.028561587488825126
1778147682714688563,1778147682.7146885,1778147682590330322,robot_b_base,-0.9632099277105945,-0.12862410576612882,0.32934410234290407,0.9951524665939908,0.013234520209456386,-0.09308242628596036,0.0288457557266329
1778147682718413305,1778147682.7184134,1778147682636797607,robot_b_base,-0.9646308700945103,-0.1286997132037595,0.3289688596470211,0.995149260383883,0.013247895764211632,-0.09307161317773216,0.02898478283040548
1778147682740308501,1778147682.7403085,1778147682683264648,robot_b_base,-0.9655052215795993,-0.12902548270225755,0.32853115404044264,0.9951262470735279,0.013259811651117899,-0.09325088755787886,0.02919249475465769
1778147682788093038,1778147682.788093,1778147682729731689,robot_b_base,-0.9660338514764826,-0.12913767963629097,0.32734020236059486,0.9951072937711677,0.01327996347394197,-0.09336621956326334,0.029459556989513722
1778147682833257821,1778147682.833258,1778147682776198975,robot_b_base,-0.9659910073418196,-0.1293826299433205,0.32662385951017814,0.9951061346031803,0.013304235294814419,-0.09330161327530849,0.029691533449152527
1778147682880554587,1778147682.8805547,1778147682822666016,robot_b_base,-0.9656174628536487,-0.12931391876598197,0.3259337755553911,0.9951153551986441,0.013326327784707848,-0.09314597473201562,0.02986078074788969
1778147682937955025,1778147682.9379551,1778147682869133057,robot_b_base,-0.9649837763597933,-0.1291993722767546,0.3252269192235419,0.9951507913102609,0.013376982793576549,-0.09265216996873925,0.030191626090457606
1778147682975335675,1778147682.9753358,1778147682915600342,robot_b_base,-0.9638953925087964,-0.12913014271013867,0.32435573653671246,0.9952029587844197,0.013422752703319819,-0.09201176735557388,0.03040945913208532
1778147683022875806,1778147683.022876,1778147682962067383,robot_b_base,-0.9630375101938995,-0.1285066119715762,0.3236391091781398,0.9952658398311381,0.013448845265029449,-0.09132951191434248,0.03039665902273591
1778147683066860752,1778147683.066861,1778147683008534424,robot_b_base,-0.9615612282763633,-0.12848976592134387,0.32296519550541347,0.9953537799656342,0.013484956237718513,-0.09036903668063505,0.030371794033362425
1778147683116160648,1778147683.1161609,1778147683055001709,robot_b_base,-0.9602109365401091,-0.12835012272958668,0.32209853044326386,0.9954615411047685,0.013524833731146036,-0.08919480735640134,0.03029332260612711
1778147683162040461,1778147683.1620407,1778147683101468750,robot_b_base,-0.9589928160869446,-0.1294374517213992,0.3218023391080342,0.9955679010563994,0.013560369560066307,-0.08803621008549556,0.030171119921746304
1778147683206721236,1778147683.2067213,1778147683147936035,robot_b_base,-0.9585944889260938,-0.12944577721616624,0.32165335842435594,0.9956617874133549,0.01360970990587975,-0.0869385597541454,0.030233552702187784
