time_ns,time_s,fx,fy,fz,tx,ty,tz
1778147682656910652,1778147682.6569107,0.10639586750270341,0.2147394163843117,-0.8104980298949905,-0.027562333149926146,-0.024826268022173834,-0.015788895768339195
1778147682668398532,1778147682.6683986,0.09247793989177935,0.21035827884750824,-0.44395081231040023,-0.02004025580327623,-0.006666475560729943,-0.02903959093159262
1778147682692851421,1778147682.6928515,0.3268722057027205,0.25669467862907563,0.02700373138110726,-0.032375641029934676,0.0011809345479537946,-0.023201475118621993
1778147682709847476,1778147682.7098477,-0.13312409497637345,-0.06885690176031602,0.15064518982322875,-0.02863853530305889,0.00023407947405508804,-0.02325258777787467
1778147682728082434,1778147682.7280827,0.10007204851529539,0.4870437138404633,-0.4257859107978595,-0.0329859444168325,-0.0053047694150362154,-0.007149575787735446
1778147682747906677,1778147682.7479067,-0.09693587558214417,0.7281189756641833,0.007451901292224776,-0.044638365822192244,-0.0013104239584147998,-0.010071037206310852
1778147682767940748,1778147682.767941,0.03891315697159739,0.4168776890897612,0.42288136546353383,-0.022704156744919813,-0.004152026172022871,-0.022149904289070193
1778147682788972169,1778147682.7889724,0.18564486295179083,0.5117427471643776,0.3077106290426811,-0.024604498253793898,-0.0049804280681154415,-0.012861362526493354
1778147682808125511,1778147682.8081255,0.21959355049861623,1.0362200960908858,-0.02443332193577398,-0.03934958840445864,-0.0012478783229716516,-0.005629648758697894
1778147682827975946,1778147682.827976,0.1992748764244765,0.4394881384124747,0.1963632700945706,-0.02843372131314846,0.0021490475621450448,-0.01566833031777219
1778147682847937805,1778147682.8479378,-0.1337511112194471,-0.09737329932035195,0.022077863776333077,-0.023539005762596696,-0.012861784625921692,-0.02422225243519315
1778147682867972763,1778147682.867973,-0.19935437818208182,0.5256621426274728,0.16737993156927947,-0.028401746440820937,-0.008091238175387726,-0.009251131198485096
1778147682890244183,1778147682.8902442,-0.16841607849628182,0.2217740812761398,0.27453911447984475,-0.02311216899240395,-0.00906366083152822,-0.016455360458022393
1778147682907979150,1778147682.9079795,0.10170294028090673,0.5628864573550311,-0.07994660466388018,-0.0253323935286666,-0.0016620729355896684,-0.019785481214911273
1778147682928037789,1778147682.928038,-0.2192905427634242,0.25281167211271416,0.004908548564551071,-0.02449983709128333,-0.009023871686410787,-0.026002020872140943
