time_ns,time_s,qd0,qd1,qd2,qd3,qd4,qd5
1778147682656837677,1778147682.6568377,-0.0004062902007717639,0.0010372197721153498,-0.000453784188721329,0.0004490160499699414,0.0006455221446231008,-0.0006638425984419882
1778147682668339569,1778147682.6683395,-0.0003398316912353039,0.0001149942836491391,-0.0011363259982317686,0.00038347969530150294,0.0005010858294554055,-0.0004087915294803679
1778147682692780457,1778147682.6927807,-0.001116116181947291,1.7793261122278636e-06,-0.00035895794280804694,0.0007598614320158958,0.0008845378761179745,-0.00202379934489727
1778147682709807258,1778147682.7098074,-0.001505899359472096,3.762527182177289e-12,-0.00023727463849354535,0.000992615707218647,0.0013358067953959107,-0.0015786464791744947
1778147682728037287,1778147682.7280376,-0.001769825117662549,-0.00040321890264749527,-0.00017720708274282515,0.0006810562335886061,0.001416178303770721,-0.001055678236298263
1778147682747868637,1778147682.7478688,-0.0014650665689259768,-0.000317907688440755,-0.00013830164971295744,0.0013716139364987612,0.0008275459986180067,-0.0006921145250089467
1778147682767899293,1778147682.7678995,-0.000700508477166295,-0.00024985443451441824,-3.3008353057084605e-05,0.00045994584797881544,0.0002914443612098694,-0.00043599522905424237
1778147682788888360,1778147682.7888885,-0.0003281526733189821,-0.0011148167541250587,-2.7893349397345446e-05,0.00026584172155708075,0.0001768787915352732,-0.00027154767303727567
1778147682808052207,1778147682.8080523,-0.00023769389372318983,-0.0011627961648628116,-1.207545938086696e-05,0.0001869513507699594,0.00015236422768794,-0.00019718070689123124
1778147682827914622,1778147682.8279147,-0.00018893547530751675,-0.0008912486373446882,-1.962856099879673e-09,0.00014416943304240704,0.00013864024367649108,-0.00015478975547011942
1778147682847892913,1778147682.847893,-0.00015492556849494576,-0.0009585864609107375,-3.7085870713165887e-28,0.00013408191443886608,0.00011363383964635432,-0.00012740057718474418
1778147682867928686,1778147682.8679287,-0.00012748777226079255,-0.0010119002545252442,-0.0,0.00011303272913210094,0.00011002265091519803,-0.0001082471790141426
