time_ns,time_s,x,y,z,rx,ry,rz
1778147682656676909,1778147682.656677,-0.7074049030224607,-0.13392603774653,0.8092229503274925,-1.8083495364539703,-1.7489246570275205,0.7558366287830439
1778147682668223439,1778147682.6682236,-0.7073874240545855,-0.13396963245830196,0.8092259821885852,-1.80833283675071,-1.7491425668675737,0.7558779652482128
1778147682692645503,1778147682.6926455,-0.7073533110733361,-0.13393204911756468,0.8092886079965095,-1.8082322354202018,-1.749054238112888,0.7560418903418398
1778147682709717885,1778147682.709718,-0.7073581592753952,-0.13395909015249988,0.8092577502286382,-1.80826416887211,-1.7491081978874221,0.7560542116299713
1778147682727902023,1778147682.7279022,-0.7073956088425682,-0.13390492608519766,0.8092128520391315,-1.8083070447526723,-1.7490906120126426,0.755899293391213
1778147682747777389,1778147682.7477775,-0.707365666138274,-0.1338821709966513,0.8092674243300078,-1.8082658367954372,-1.7489930263557845,0.7560451876272009
1778147682767788450,1778147682.7677886,-0.7074079432453746,-0.13388336528701397,0.8092543098746254,-1.8083061094409625,-1.7490563364434892,0.7559936437225169
1778147682788757391,1778147682.7887576,-0.7074065462778537,-0.1338723761022731,0.8092167483234837,-1.8083230047497043,-1.749056220319147,0.7559462420650843
1778147682807874303,1778147682.8078744,-0.7074404681320015,-0.13391576872993913,0.8091687770588551,-1.808292666218153,-1.7491691698256684,0.7558508100301653
1778147682827795935,1778147682.827796,-0.7074459274595198,-0.13387343456966866,0.8091728043318384,-1.8083110780632128,-1.7491153116863891,0.7558302179260943
1778147682847764754,1778147682.8477647,-0.7074522746028461,-0.1338851959692193,0.8092148642709285,-1.8083397202109905,-1.7490193675638905,0.7559474296737477
1778147682867796348,1778147682.8677964,-0.7074701319992486,-0.13389955211480215,0.8091834339356532,-1.8083264728502484,-1.7490381907306385,0.7558315690539137
1778147682890103702,1778147682.8901038,-0.7074719188807822,-0.13388878801693888,0.8091634830556828,-1.8083596744111063,-1.7490597700246695,0.7558576886643481
1778147682907797738,1778147682.9077978,-0.7074953290670487,-0.133897451961886,0.8091278712116031,-1.8083614036460316,-1.7490946636678102,0.7557425499335817
1778147682927829212,1778147682.9278293,-0.7074924514723072,-0.13391025876124857,0.8091493770644814,-1.8083615307617342,-1.7490737370758318,0.7558237322135131
1778147682948832964,1778147682.9488332,-0.7074678095761595,-0.1338905929609752,0.8091341551681147,-1.8083270778201452,-1.7490832102406944,0.7557702580795249
1778147682967799041,1778147682.9677992,-0.7074803889459479,-0.13390640944489557,0.8091613493839352,-1.8083012763904989,-1.7491085285651367,0.7558594578489815
1778147682987996992,1778147682.987997,-0.7074888528204838,-0.13388598544431937,0.8091512159060817,-1.80836904896289,-1.7491099844118863,0.7557671573884731
1778147683007899039,1778147683.0078993,-0.7074637856825245,-0.13389933980595195,0.8091874465777941,-1.8083187944641677,-1.749128813761908,0.7558410578835283
1778147683028533449,1778147683.0285337,-0.707482004487329,-0.13390926985237714,0.809155579991693,-1.808333387106408,-1.7491378298302136,0.7558231008950196
1778147683047845726,1778147683.0478458,-0.7075011868522108,-0.13387197620990848,0.8091861090927419,-1.8083833344821874,-1.7489990501492538,0.7557684956190679
1778147683067760776,1778147683.067761,-0.7074745166233046,-0.13391823022093427,0.8092138032611385,-1.8083110029490517,-1.7490761974009794,0.7559662936199663
1778147683087878709,1778147683.0878787,-0.7074712161152107,-0.13390608612785268,0.8092311100149711,-1.8082935846157178,-1.7490886488720632,0.7559727345105518
1778147683107778206,1778147683.1077783,-0.7074821800125681,-0.13393074603062807,0.8092039502768594,-1.80829294008887,-1.7490886891059032,0.7559146675609678
1778147683127812068,1778147683.1278121,-0.7075108269983149,-0.13392274730737574,0.8091671032638429,-1.8082945675866102,-1.7491433519377855,0.7558202020548359
1778147683147945934,1778147683.1479461,-0.7075022509674573,-0.13390285729852708,0.8091822239221679,-1.808334388503232,-1.7490837260704466,0.7558604499778384
1778147683167816606,1778147683.1678169,-0.7074666525051901,-0.13386453577540489,0.8092595400191366,-1.8083146349033117,-1.7489891792908903,0.7559701533282629
1778147683187874965,1778147683.1878753,-0.7074900049511771,-0.13390033063743018,0.8092028041138479,-1.808334348615746,-1.7490735118143386,0.7558909536132558
1778147683207755337,1778147683.2077553,-0.707469751779329,-0.13390284019283802,0.8092135376426174,-1.8083620917244103,-1.7490489587825948,0.7559367462950302
1778147683227834019,1778147683.2278342,-0.7074841335542406,-0.13388623687882825,0.8091911013004962,-1.8083104784715345,-1.7490311325492365,0.7558858007412181
1778147683247841829,1778147683.2478418,-0.707471944742286,-0.13390554680061562,0.8091868895636183,-1.8082818320671503,-1.749153421134753,0.7558661336807857
1778147683267785341,1778147683.2677853,-0.7074680016332621,-0.1338755608848048,0.8092266303053778,-1.8082939461212502,-1.749036178706281,0.7558948592285504
1778147683287828485,1778147683.2878287,-0.7074677638503933,-0.13388876221354518,0.809204621033346,-1.8083125104710338,-1.7490862289124194,0.7558885103270105
1778147683307744125,1778147683.307744,-0.707486063606561,-0.13392148248133146,0.8091968301343715,-1.808312633171936,-1.749117460337614,0.7558967998007685
1778147683327835350,1778147683.3278356,-0.7074826943005965,-0.13388553966348773,0.8092233076274462,-1.8083385395899698,-1.7490132455963994,0.7559826350885566
1778147683347723918,1778147683.3477242,-0.7074891765681346,-0.1339457413768367,0.8091797659441013,-1.8083000843943207,-1.7491431245103963,0.7559223469140197
