time_ns,time_s,fx,fy,fz,tx,ty,tz
1778147582657598865,1778147582.657599,-0.7230877676945437,-0.13728857974162126,0.6031831243055351,-0.04611050003896429,-0.0276043374861963,-0.08833426746780364
1778147582659585584,1778147582.6595857,-0.6542058647319111,-0.6974920804184942,0.43667591564903274,-0.0405480559060051,-0.02842947256995194,-0.11232946689595408
1778147582679715006,1778147582.6797152,-0.6582484879734097,-0.2510328724863202,0.5130941353575877,-0.061985082140142665,-0.03269414479477957,-0.10207032461178762
1778147582699617253,1778147582.6996174,-0.24900752294143896,-0.31122695369964054,-0.115608224358544,-0.056310515495232555,-0.01961793969940155,-0.0834848509218332
1778147582719754870,1778147582.719755,-0.2877819049872061,-0.4080470930846535,0.12284205371078316,-0.05688114036443333,-0.02481262465156018,-0.09725257835796815
1778147582739614793,1778147582.7396147,-0.3496218723985982,-0.5164952172439937,0.5729643099908179,-0.04129048453626118,-0.03578106041228787,-0.11496198331041074
1778147582759617697,1778147582.7596178,0.06760440540481324,-0.36572732753000825,0.06531904644737374,-0.05366933216530659,-0.010316359076938291,-0.10458177372291379
1778147582779616120,1778147582.779616,-0.8006249586536012,-0.1463845796905585,0.3364059326469119,-0.066006373156785,-0.03950919347374281,-0.08076780885803726
1778147582799611346,1778147582.7996116,-0.4020153485295678,0.08485726685090773,0.32505743632751477,-0.058911598227283285,-0.030181634346965473,-0.08483309334448014
1778147582819719520,1778147582.8197196,-0.4372687788374361,-0.6225915489503397,0.018906358635805254,-0.05231701682113511,-0.02711849983342547,-0.09616090288936147
1778147582839618103,1778147582.8396182,-0.01508743811749616,-0.45953417473871266,0.3810921318844802,-0.05735553713077417,-0.016323836875415453,-0.09418432885685739
1778147582859763830,1778147582.8597639,-0.4806060391834217,-0.6055415761951755,0.5130458447258356,-0.037208578617974386,-0.023292110691117116,-0.1063138087323551
1778147582879618057,1778147582.8796182,-0.4908889594078877,-0.28022502894308626,0.5030326870836941,-0.058022053267875434,-0.03098351224870758,-0.09290795706693443
1778147582899611304,1778147582.8996115,-0.6149322587091148,-0.5111746723525423,0.31897527110141227,-0.04824963521616106,-0.036816606260295134,-0.09056511523538735
1778147582919620026,1778147582.9196203,0.13743755046321826,-0.3264441246192821,-0.10971580586971884,-0.060804935724106286,-0.012583623873320252,-0.09601263592123534
1778147582939619731,1778147582.93962,-0.32527154583845436,-0.7356639778429216,0.2966138157474028,-0.05271650421205646,-0.031960394169777064,-0.10247818606281331
1778147582959714337,1778147582.9597144,0.15662404972642868,-0.5238909773869765,-0.14387536093385633,-0.05358076707170872,-0.02497754549659783,-0.09454151595739499
1778147582979613062,1778147582.9796133,-0.03180933636770511,-0.5423029022185902,-0.2621506685362697,-0.048931540967979,-0.02129009287070378,-0.10373359613049417
1778147582999811176,1778147582.9998112,-0.3124061315342322,-0.5784607577267258,0.24553925820692057,-0.0489793147788716,-0.02541147165800283,-0.10043830845626803
1778147583019705463,1778147583.0197055,-0.30331211990021706,-0.43786914771414365,0.25830987847477005,-0.05471058653872239,-0.032957356969113366,-0.1010832588298331
1778147583039631298,1778147583.0396314,-0.02933775265534756,-0.1810733247395165,-0.05858641144818101,-0.06016730345355733,-0.02600522605339852,-0.08140680640563921
1778147583059783037,1778147583.059783,-0.28001366572144265,-1.2905271159454366,0.33428575863318233,-0.040322886274943494,-0.02928316047664231,-0.11643937066623913
1778147583079746826,1778147583.079747,-0.4585601710631281,-0.542532732886266,-0.009346990418191203,-0.05357221851209651,-0.028644046164234736,-0.0935356019361664
1778147583099768356,1778147583.0997684,-0.0387695355723229,-0.23616953122155146,-0.0925595012149831,-0.049712214527161236,-0.013389658381403559,-0.08827462494471039
