time_ns,time_s,x,y,z,rx,ry,rz
1778147582657369440,1778147582.6573694,-0.5074131488501321,-0.1339000670978743,0.8091015888119943,-1.8083633922106666,-1.7491394597269665,0.7556985064351288
1778147582659415653,1778147582.6594157,-0.5074144354472162,-0.1339169563766917,0.8091054967025361,-1.808300291112638,-1.749140157360968,0.7557019760385081
1778147582679514234,1778147582.6795142,-0.5074197739007417,-0.1339042135125355,0.809082216463118,-1.8083098295990254,-1.749162821359826,0.7556823918035989
1778147582699469899,1778147582.69947,-0.5074324261799721,-0.13390499200623487,0.8090867543397756,-1.808352797544169,-1.7491932621093405,0.7556336140290278
1778147582719519747,1778147582.7195199,-0.5074608347551657,-0.1338845200464644,0.8090758487262514,-1.808326979370039,-1.7491558123647013,0.7556360799197527
1778147582739467744,1778147582.7394679,-0.5074457960736435,-0.13387290847289124,0.8091078932739159,-1.808310343285486,-1.7491222299400793,0.7557001412086147
1778147582759470620,1778147582.7594707,-0.5074501786125316,-0.1338867154638417,0.809154602838509,-1.8082202503359526,-1.7491515226518706,0.7558223661880816
1778147582779467656,1778147582.7794678,-0.5074524620071087,-0.13388321327130911,0.809174941224501,-1.8082890925875792,-1.7490771948301629,0.7557858848735235
1778147582799464083,1778147582.7994642,-0.507462415270871,-0.13387875117195905,0.8091950228402026,-1.808303338763537,-1.7490954093752977,0.7558665318568861
1778147582819516705,1778147582.819517,-0.507470905337625,-0.13387321996127682,0.8091936176059917,-1.8082840983894877,-1.7490761621578566,0.7558114932793342
1778147582839469327,1778147582.8394694,-0.5074525262310841,-0.13385622640074926,0.8092661375014175,-1.8083247896937036,-1.7490263428217567,0.7560025178773503
1778147582859545550,1778147582.8595457,-0.5074574761832946,-0.13389983156594984,0.8092383079224932,-1.8082834038636213,-1.7490906398282529,0.755967765015444
1778147582879470858,1778147582.879471,-0.5074824788007914,-0.13392598881110937,0.8092644588263544,-1.8082592536744233,-1.7490597057948594,0.7559995991804153
1778147582899464764,1778147582.8994648,-0.507495355766201,-0.13390122170783747,0.809202981510182,-1.8083265489146858,-1.749076607244872,0.7558642288542998
1778147582919466992,1778147582.9194672,-0.507497880277276,-0.13391504692180795,0.8092135489811315,-1.808291834325653,-1.749079182633481,0.755874889503243
1778147582939469889,1778147582.93947,-0.5074849661968439,-0.13388855871429237,0.8092417907956062,-1.8083162872404146,-1.7490016552151566,0.7559088070947005
1778147582959512956,1778147582.959513,-0.5074819092129949,-0.13390617419564602,0.8092380198804672,-1.8082791920736643,-1.7490809318519682,0.755889097242186
1778147582979462772,1778147582.9794629,-0.5074987330748015,-0.1338833140004171,0.8092488058981362,-1.8082986759266941,-1.7489441023431953,0.7559395508077049
1778147582999561823,1778147582.9995618,-0.5074891136753255,-0.13392471541416862,0.8092266726505247,-1.8082605253916926,-1.749137777178929,0.7559124804349361
1778147583019514795,1778147583.019515,-0.5074899888968828,-0.13393387434890924,0.8092362520476885,-1.8082612238181608,-1.749148420639667,0.7559298939312504
1778147583039476708,1778147583.0394769,-0.5074808364281994,-0.13386078157287995,0.8092652854895028,-1.8083250441814667,-1.7489800890711444,0.7559356747188761
1778147583059554316,1778147583.0595543,-0.5074968646758986,-0.13390840432668244,0.8092299363975058,-1.8082790443110495,-1.7490625318722988,0.7559378648791681
1778147583079535722,1778147583.0795357,-0.50747117735886,-0.13389796083467292,0.8092659199651031,-1.8082733377389022,-1.7490593330978377,0.7560002785857245
1778147583099549945,1778147583.09955,-0.5074838469191222,-0.1339168288340152,0.8092365526991603,-1.8082667116547595,-1.7491092474911536,0.7559360474704531
1778147583119538984,1778147583.119539,-0.5075008237491243,-0.13388762019868525,0.8092122716044567,-1.8083078512977657,-1.7490589496180604,0.7558658303376066
1778147583139547422,1778147583.1395476,-0.5075017451202201,-0.13394356232219878,0.8092465897609247,-1.808229951320686,-1.749112011646182,0.7559964072678114
1778147583159541859,1778147583.1595418,-0.5074867279076337,-0.13393074193211535,0.8092280776970723,-1.8082008144578683,-1.749125462079198,0.755908539465973
1778147583179571323,1778147583.1795714,-0.507476797483924,-0.13389386845510337,0.8092536538085158,-1.8082732100237553,-1.7490033797167013,0.7559422861388685
1778147583199464755,1778147583.1994648,-0.5074998633248016,-0.13394795893127828,0.8092287820658646,-1.8082505665181854,-1.7490873400451463,0.7559244507284756
1778147583219460604,1778147583.2194607,-0.5075198518872094,-0.13390601435791513,0.8092012183532753,-1.8083012333791997,-1.7490681813623166,0.7558612645714935
1778147583239460700,1778147583.2394607,-0.5074773983367262,-0.1339008937138757,0.8092654162229953,-1.808261374699225,-1.7490570798584026,0.7559745845228371
1778147583259461873,1778147583.2594619,-0.5074988485001795,-0.13389768252079084,0.8092613109714952,-1.8082677059684584,-1.7490285631503906,0.7559526379397669
1778147583279473670,1778147583.2794738,-0.5074821068866153,-0.13389748333180582,0.809258574487464,-1.8082416053454105,-1.749040106686035,0.7559773244684799
1778147583299471910,1778147583.299472,-0.5074841915968341,-0.1339093050432045,0.8092320417947425,-1.808267185491973,-1.7491039595616245,0.7559157672713026
1778147583319472786,1778147583.319473,-0.5074924370908015,-0.13392958360814242,0.8092107345595483,-1.808299809541437,-1.7491013392117452,0.7559363017884694
1778147583339465879,1778147583.339466,-0.50748284632949,-0.1339056538918743,0.8092363365758591,-1.8082826341644371,-1.7490822423207595,0.7559455998911125
1778147583359471970,1778147583.359472,-0.5074815128265335,-0.1339060749430428,0.8092195583970012,-1.8083009064244557,-1.7490873767579187,0.7558967670805271
1778147583379470433,1778147583.3794703,-0.5074977109403283,-0.13388833353620497,0.8092113755607157,-1.8083269634872823,-1.7490571201627803,0.7558355672025734
1778147583399463115,1778147583.3994632,-0.5075014242798657,-0.1339065629551413,0.8092445662647938,-1.8082526327157664,-1.7490222220784615,0.755944873487278
1778147583419473328,1778147583.4194734,-0.5074981233479862,-0.13389915230347613,0.8092083752260567,-1.8082886045033708,-1.7490825711099427,0.7558569864945567
1778147583439469584,1778147583.4394696,-0.5075023562031598,-0.133917027629256,0.8092365796741404,-1.808243452766525,-1.749094393632671,0.7559060282628639
1778147583459466582,1778147583.4594667,-0.507499255415201,-0.1339278323126327,0.8092413982892115,-1.8082333405180393,-1.7491084151338945,0.7559443724345812
1778147583479469539,1778147583.4794698,-0.5075080514173759,-0.133932559466218,0.8092271225842901,-1.808217312686072,-1.7491432548560313,0.7559229754778052
1778147583499465098,1778147583.4994652,-0.5074929498753287,-0.13391183695345996,0.809226480597726,-1.8082436911913884,-1.7491103437593396,0.7558894614458078
1778147583519467219,1778147583.5194674,-0.5074957883678008,-0.1338981313290823,0.8092333781498279,-1.8082935204554782,-1.749012115229791,0.7559716303256012
