time_ns,time_s,q0,q1,q2,q3,q4,q5
1778147816259714951,1778147816.259715,-2.268805805836813,-0.9847262662700196,-1.9158363342285156,-1.2379410427859803,1.017568826675415,0.7405866384506226
1778147816264225803,1778147816.264226,-2.268769089375631,-0.9847424191287537,-1.9158121347427368,-1.2379369300654908,1.017560601234436,0.7406549453735352
1778147816282315896,1778147816.282316,-2.2687929312335413,-0.9847509425929566,-1.915776252746582,-1.237965540294983,1.0175811052322388,0.7406145930290222
1778147816300327617,1778147816.3003278,-2.268773380910055,-0.9847710889628907,-1.9157601594924927,-1.2379577618888398,1.0175687074661255,0.7406389117240906
1778147816320543039,1778147816.320543,-2.268820587788717,-0.9847423595241089,-1.9158486127853394,-1.2379529935172577,1.01759672164917,0.7406103014945984
1778147816340292720,1778147816.3402927,-2.268836800252096,-0.9847830098918458,-1.9157962799072266,-1.2379332941821595,1.01762056350708,0.7406472563743591
1778147816360425609,1778147816.360426,-2.268836800252096,-0.9847584527781983,-1.9157601594924927,-1.2379613381675263,1.0176650285720825,0.7406026721000671
1778147816381513844,1778147816.3815138,-2.26888877550234,-0.9847949308208008,-1.9158046245574951,-1.237909511928894,1.0176650285720825,0.7406026721000671
1778147816400336757,1778147816.4003367,-2.26888877550234,-0.9848144215396424,-1.9158004522323608,-1.2379214328578492,1.0176646709442139,0.740667462348938
1778147816420414211,1778147816.4204142,-2.2688568274127405,-0.9848759931376954,-1.9157443046569824,-1.2379545134356995,1.0176966190338135,0.7405989766120911
1778147816440355052,1778147816.4403553,-2.268869225178854,-0.9848996561816712,-1.9156516790390015,-1.237893597488739,1.0176806449890137,0.7406030893325806
1778147816460609180,1778147816.4606094,-2.2688730398761194,-0.9848793309978028,-1.9156886339187622,-1.2378935676864167,1.0176604986190796,0.7406068444252014
1778147816480285690,1778147816.480286,-2.268848721181051,-0.9849031728557129,-1.9156124591827393,-1.2378326219371338,1.0176445245742798,0.7405627965927124
1778147816500322350,1778147816.5003223,-2.2688525358783167,-0.9848632377437134,-1.915604591369629,-1.237877444630005,1.017676591873169,0.740587055683136
1778147816520313110,1778147816.5203133,-2.268869225178854,-0.9848920267871399,-1.9155927896499634,-1.2378654938987275,1.017688512802124,0.7405710220336914
1778147816540324275,1778147816.5403244,-2.2688730398761194,-0.9849192661098023,-1.915604591369629,-1.2378487449935456,1.0176806449890137,0.7405549883842468
1778147816560398283,1778147816.5603983,-2.2689054648028772,-0.9848709267428895,-1.915588617324829,-1.237877444630005,1.0177288055419922,0.7405669093132019
1778147816580345561,1778147816.5803456,-2.268876377736227,-0.9849192661098023,-1.9155845642089844,-1.2378530961326142,1.017724633216858,0.7405633926391602
1778147816600399795,1778147816.6004,-2.268881622944967,-0.9849115771106263,-1.915588617324829,-1.2378816169551392,1.0176640748977661,0.7405751347541809
1778147816622010785,1778147816.622011,-2.2689135710345667,-0.9849073451808472,-1.9155964851379395,-1.2378732723048707,1.0177048444747925,0.7405710220336914
1778147816640337753,1778147816.6403377,-2.2688730398761194,-0.9849031728557129,-1.915636658668518,-1.2378698748401185,1.0176961421966553,0.74057936668396
1778147816660225094,1778147816.6602252,-2.268848244343893,-0.9848996561816712,-1.9155640602111816,-1.2378816169551392,1.01766836643219,0.7405591011047363
1778147816680292811,1778147816.680293,-2.26888877550234,-0.9848709863475342,-1.9156005382537842,-1.2378446024707337,1.017696738243103,0.7405550479888916
1778147816700423420,1778147816.7004235,-2.2688568274127405,-0.9848870796016236,-1.9155927896499634,-1.2378774148276825,1.0177371501922607,0.7405751347541809
1778147816723161721,1778147816.7231617,-2.268860642110006,-0.9848793309978028,-1.9156047105789185,-1.237869845037796,1.0176961421966553,0.7406038045883179
1778147816740355879,1778147816.740356,-2.268848721181051,-0.9849073451808472,-1.915604591369629,-1.2378326815417786,1.0177007913589478,0.7405591011047363
1778147816763259349,1778147816.7632594,-2.2687881628619593,-0.9849234980395813,-1.9156205654144287,-1.2378531259349366,1.0177007913589478,0.740587055683136
1778147816780314203,1778147816.7803142,-2.2689135710345667,-0.9849234384349366,-1.9156005382537842,-1.237848774795868,1.0176925659179688,0.7405424118041992
1778147816800308860,1778147816.800309,-2.2688844839679163,-0.9848947686007996,-1.9156489372253418,-1.2378859680942078,1.0177127122879028,0.7405627965927124
1778147816820306458,1778147816.8203065,-2.26888877550234,-0.9848912519267579,-1.915568232536316,-1.2378531259349366,1.0177453756332397,0.7405954003334045
1778147816840394328,1778147816.8403943,-2.2688406149493616,-0.9848862451365967,-1.915568232536316,-1.2378655237010499,1.01766836643219,0.7405591011047363
1778147816860262301,1778147816.8602624,-2.2688897291766565,-0.9848954838565369,-1.9156047105789185,-1.2379054588130494,1.0176966190338135,0.7405140399932861
1778147816880350373,1778147816.8803506,-2.2688406149493616,-0.9848870796016236,-1.9155964851379395,-1.2378326815417786,1.017700433731079,0.7405633330345154
1778147816900260515,1778147816.9002607,-2.2688730398761194,-0.9848828476718445,-1.9155521392822266,-1.237877444630005,1.0176961421966553,0.7405591011047363
1778147816920414097,1778147816.9204142,-2.2689135710345667,-0.9848990005305787,-1.9156206846237183,-1.237848774795868,1.0176801681518555,0.7405264377593994
1778147816940277316,1778147816.9402773,-2.2689011732684534,-0.9848990005305787,-1.915576457977295,-1.237877444630005,1.0177209377288818,0.7405877113342285
1778147816960316622,1778147816.960317,-2.2688773314105433,-0.9848506611636658,-1.9155522584915161,-1.2378655237010499,1.0177327394485474,0.7405056357383728
