time_ns,time_s,qd0,qd1,qd2,qd3,qd4,qd5
1778147816259797611,1778147816.2597976,0.0013916604220867157,0.0015769039746373892,1.2272495242271475e-09,-0.00045938874245621264,6.970141797069118e-09,0.0007599061354994774
1778147816264269433,1778147816.2642694,0.0012972968397662044,0.0017095903167501092,2.963663462115574e-15,-0.0010348884388804436,6.473482333675933e-15,0.0021962542086839676
1778147816282354598,1778147816.2823548,7.52657579141669e-05,0.0014459111262112856,-1.3143094468662242e-12,-4.1670205480626166e-11,5.185935039678409e-33,0.00024359473900403827
1778147816300368402,1778147816.3003685,1.1946497124881716e-09,0.00046831739018671215,-1.8509112114714304e-29,-3.338218585578149e-29,0.00011991485371254385,-5.2031416998943314e-05
1778147816320604871,1778147816.320605,-0.0009105557692237198,-0.0005792935844510794,-0.0,0.0,0.0004925567773170769,-9.785634028958157e-05
1778147816340334840,1778147816.340335,-0.0015055898111313581,-0.0006564349750988185,-0.0,0.0,0.0015073786489665508,-0.00017906981520354748
1778147816360483918,1778147816.360484,-0.0006286122952587903,-0.0006017396226525307,0.0009100273600779474,0.0003472334356047213,0.0012151431292295456,-0.0004620310210157186
1778147816381586222,1778147816.3815863,-0.0011982974829152226,-0.0014216757845133543,0.0005202417960390449,0.0006709681474603713,0.0011020462261512876,-0.0004029987030662596
1778147816400400002,1778147816.4004002,-0.0004817009612452239,-0.0012790512992069125,0.000625296903308481,0.0016389678930863738,0.0011952128261327744,-0.0005167424096725881
1778147816420489022,1778147816.420489,-0.0002884380519390106,-0.0009834871161729097,0.00223133759573102,0.001548398402519524,0.000515072257257998,-0.0007109561120159924
1778147816440420446,1778147816.4404204,-0.00020590785425156355,-0.0009960925672203302,0.0023827969562262297,0.0008820351213216782,0.00032384679070673883,-0.0008499861578457057
1778147816460694473,1778147816.4606946,-0.00016010785475373268,-0.0006210215506143868,0.002200481714680791,0.0003674308827612549,0.0002233685227110982,-0.0003184525412507355
1778147816480347417,1778147816.4803474,-0.0001309761282755062,-0.0003572434652596712,0.002414191607385874,0.00026522536063566804,0.00017048208974301815,-0.0002237710141343996
1778147816500363918,1778147816.500364,-0.00011081650882260874,-0.00022811668168287724,0.00028717980603687465,0.00012948911171406507,0.00013784351176582277,-0.0001845770311774686
1778147816520384292,1778147816.5203843,-6.261243106564507e-05,-0.00016745462198741734,0.00011061634722864255,0.000120665026770439,0.00011569305934244767,-0.00013058182958047837
1778147816540367398,1778147816.5403674,-5.496182347997092e-05,-0.0001659545669099316,3.425527029321529e-05,9.862678416538984e-05,9.967763617169112e-05,-0.00014167632616590708
1778147816560471437,1778147816.5604718,-3.442066736170091e-05,-0.00013872116687707603,2.751736610662192e-05,9.68582317000255e-05,8.755636372370645e-05,-0.00011567895126063377
1778147816580403136,1778147816.5804033,-2.4894916350604035e-05,-0.00010930894495686516,2.1074543838039972e-05,8.427924331044778e-05,7.647462041404651e-08,-0.0001116955463658087
1778147816600475873,1778147816.600476,-3.0426586250520415e-10,-9.31459289859049e-05,1.7076026779250242e-05,7.433515565935522e-05,5.977301730925642e-28,-9.669522114563733e-05
1778147816622074956,1778147816.622075,-3.527084235291819e-17,-8.40048523969017e-05,1.4127561371424235e-05,6.1373686487771126e-15,0.0,-8.42494482640177e-05
1778147816640380243,1778147816.6403804,-7.458299312363988e-23,-7.188755262177438e-05,1.2378761311993003e-05,4.9166718955752404e-33,0.0,-7.043137156870216e-05
1778147816660267062,1778147816.660267,-3.692606848158968e-29,-1.3045408087108967e-09,1.0882064088946208e-05,0.0,0.0,-6.089985981816426e-05
1778147816680336357,1778147816.6803365,-1.8282118394270669e-35,-6.4587887472607945e-16,1.7860085632648293e-09,0.0,0.0,-5.364066601032391e-05
1778147816700471455,1778147816.7004716,-9.050986781073993e-42,-3.1977495370334535e-22,3.3744538741462014e-28,0.0,0.0,-1.4491212049771995e-11
1778147816723207265,1778147816.7232072,-0.0,-3.7068677575440477e-29,-0.0,0.0,0.0,-1.1050743413553629e-33
1778147816740401024,1778147816.7404013,-0.0,-7.838466672024828e-35,-0.0,0.0,0.0,0.0
1778147816763340249,1778147816.7633405,-0.0,-9.086019242682114e-42,-0.0,0.0,0.0,0.0
1778147816780355133,1778147816.7803552,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147816800368826,1778147816.800369,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147816820361197,1778147816.8203614,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147816840478866,1778147816.8404791,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147816860304134,1778147816.8603044,-0.0,-0.0,-0.0,0.0,0.0,0.0
1778147816880410324,1778147816.8804104,-0.0,-0.0,-0.0,0.0,1.7118158002205064e-09,0.0
