time_ns,time_s,x,y,z,rx,ry,rz
1778147816259593204,1778147816.2595932,-0.4167504034799648,-0.13394423702449848,0.8089930344007019,-1.8081635479671405,-1.7491591440103225,0.755376938160504
1778147816264170527,1778147816.2641706,-0.4167506709181461,-0.13396443783641887,0.8090052502568126,-1.8082024963405434,-1.7491304259381477,0.755432252304991
1778147816282268147,1778147816.2822683,-0.4167531447704153,-0.13395677761870123,0.8090220687360871,-1.8081875112226,-1.7491569381108971,0.7554102855000374
1778147816300280456,1778147816.3002806,-0.41675820742875536,-0.13397216061659548,0.8090278375929602,-1.8081929120898448,-1.7491448792032653,0.7554293578109128
1778147816320452056,1778147816.3204522,-0.41675815737285593,-0.13394923778858445,0.8089751124399183,-1.8082063091287903,-1.7491702085658893,0.7553364640678079
1778147816340226883,1778147816.340227,-0.41677171438810556,-0.13395965086324557,0.8089989593070077,-1.8082669929889326,-1.7491321040346723,0.7553907099217474
1778147816360328700,1778147816.360329,-0.4167563188117015,-0.13394812326329456,0.8090270716734408,-1.8082414759283132,-1.749192812787503,0.755425787843735
1778147816381440288,1778147816.3814404,-0.4167819787176889,-0.13394872624950105,0.8089900333693827,-1.8082784165583952,-1.7491528204171827,0.7553679773904375
1778147816400264529,1778147816.4002645,-0.41678941700009436,-0.13395753013224218,0.808983950131285,-1.808341482439423,-1.749114778969094,0.7553592043838157
1778147816420308033,1778147816.420308,-0.4168036348322283,-0.13399774655203606,0.8089942031197608,-1.808258656198115,-1.7492486498261903,0.7553039218299619
1778147816440259252,1778147816.4402595,-0.4168094121455729,-0.13399495141281428,0.8090612683539847,-1.8082750004305834,-1.7491570466487525,0.7554613738517175
1778147816460450633,1778147816.4604506,-0.41680560815416845,-0.13398515889236112,0.8090436414545781,-1.8082726570677923,-1.7491393001963425,0.7554350952472629
1778147816480195931,1778147816.480196,-0.41680778159817433,-0.1339992437507711,0.8090989873303938,-1.808212145709867,-1.7491307572142198,0.7555668867877584
1778147816500253039,1778147816.500253,-0.41678930453760316,-0.13397997371478837,0.8091108240291548,-1.8082516968383682,-1.7491363379218292,0.7555871449131383
1778147816520227971,1778147816.5202281,-0.4168017652309882,-0.13398700545142367,0.8091097551138146,-1.8082523800157853,-1.7491450140650386,0.7555707124916575
1778147816540256443,1778147816.5402567,-0.41681479484996886,-0.13399911398645234,0.8090942793113187,-1.8082346697660112,-1.749156674225425,0.7555324218030316
1778147816560300486,1778147816.5603006,-0.41679545121554534,-0.13396477879642238,0.8091166408479833,-1.8082916053445066,-1.7491420301186538,0.7555818770714736
